Saraksts,Partija,Numurs,Vards,Riga,Vidzeme,Latgale,Kurzeme,Zemgale
8,Latvijas Reģionu Apvienība,114,Oskars Zuģickis,,,5,,
8,Latvijas Reģionu Apvienība,115,Osvalds Zvejsalnieks,,,2,,
9,Jaunā konservatīvā partija,1,Pēteris Aglonietis,,,,9,
9,Jaunā konservatīvā partija,2,Mārtiņš Aizpurietis,,18,,,
9,Jaunā konservatīvā partija,3,Īra Alksne,,,7,,
9,Jaunā konservatīvā partija,4,Oskars Apaļais,,,,,12
9,Jaunā konservatīvā partija,5,Gundars Ābers,17,,,,
9,Jaunā konservatīvā partija,6,Gundars Ābols,,1,,,
9,Jaunā konservatīvā partija,7,Aldis Baltalksnis,23,,,,
9,Jaunā konservatīvā partija,8,Ainars Bašķis,,12,,,
9,Jaunā konservatīvā partija,9,Vilis Bārtulis,,,,8,
9,Jaunā konservatīvā partija,10,Mārcis Bergs,,21,,,
9,Jaunā konservatīvā partija,11,Vitālijs Birjukovs,,10,,,
9,Jaunā konservatīvā partija,12,Kristaps Bogdanovičs,32,,,,
9,Jaunā konservatīvā partija,13,Toms Bordāns,,26,,,
9,Jaunā konservatīvā partija,14,Jānis Bordāns,1,,,,
9,Jaunā konservatīvā partija,15,Jānis Brokāns,,,,,5
9,Jaunā konservatīvā partija,16,Krišjānis Brūvelis,28,,,,
9,Jaunā konservatīvā partija,17,Raitis Bukovskis,,,5,,
9,Jaunā konservatīvā partija,18,Santa Cabule,,,9,,
9,Jaunā konservatīvā partija,19,Una Celmiņa,,,,6,
9,Jaunā konservatīvā partija,20,Inga Čekša-Ratniece,,,3,,
9,Jaunā konservatīvā partija,21,Gunta Dombrovska,25,,,,
9,Jaunā konservatīvā partija,22,Eva Eglāja-Kristsone,7,,,,
9,Jaunā konservatīvā partija,23,Zigurds Eglītis,14,,,,
9,Jaunā konservatīvā partija,24,Jolanta Eihentāle,3,,,,
9,Jaunā konservatīvā partija,25,Normunds Eihentāls,,,,,13
9,Jaunā konservatīvā partija,26,Romeks Fabjančiks,,,,,8
9,Jaunā konservatīvā partija,27,Astra Feldmane,18,,,,
9,Jaunā konservatīvā partija,28,Krišjānis Feldmans,,,,1,
9,Jaunā konservatīvā partija,29,Inga Gluzda,,,,3,
9,Jaunā konservatīvā partija,30,Austris Grasis,2,,,,
9,Jaunā konservatīvā partija,31,Māris Grīnbergs,5,,,,
9,Jaunā konservatīvā partija,32,Inguna Gustava,,9,,,
9,Jaunā konservatīvā partija,33,Vitauts Ivonausks,10,,,,
9,Jaunā konservatīvā partija,34,Normunds Janelsiņš,,,,,14
9,Jaunā konservatīvā partija,35,Ivars Jasmanis,,,12,,
9,Jaunā konservatīvā partija,36,Gundega Jēkabsone,,,,,9
9,Jaunā konservatīvā partija,37,Arnis Kadiķis,,,,13,
9,Jaunā konservatīvā partija,38,Zigurds Kalējs,,,,,7
9,Jaunā konservatīvā partija,39,Ieva Kalniņa,20,,,,
9,Jaunā konservatīvā partija,40,Rūdolfs Kalvāns,6,,,,
9,Jaunā konservatīvā partija,41,Matīss Kempe,27,,,,
9,Jaunā konservatīvā partija,42,Vineta Kiršteine,,,10,,
9,Jaunā konservatīvā partija,43,Jānis Kopštāls,,20,,,
9,Jaunā konservatīvā partija,44,Pēteris Krampītis,,,,,10
9,Jaunā konservatīvā partija,45,Ingemārs Krūmiņš,,22,,,
9,Jaunā konservatīvā partija,46,Inguss Kudiņš,8,,,,
9,Jaunā konservatīvā partija,47,Roberts Lakučs,15,,,,
9,Jaunā konservatīvā partija,48,Guntis Leja,29,,,,
9,Jaunā konservatīvā partija,49,Aldis Lieljuksis,4,,,,
9,Jaunā konservatīvā partija,50,Diāna Lūse,,,,10,
9,Jaunā konservatīvā partija,51,Eva Mārtuža,,,1,,
9,Jaunā konservatīvā partija,52,Jānis Mārtužs,,,6,,
9,Jaunā konservatīvā partija,53,Sanita Megere-Klevinska,,3,,,
9,Jaunā konservatīvā partija,54,Valdis Meijers,,15,,,
9,Jaunā konservatīvā partija,55,Jadviga Neilande,,11,,,
9,Jaunā konservatīvā partija,56,Dmitrijs Nikolajevs,,,,,6
9,Jaunā konservatīvā partija,57,Aivars Ontužāns,,19,,,
9,Jaunā konservatīvā partija,58,Darja Orele,,,8,,
9,Jaunā konservatīvā partija,59,Dārta Ose,,24,,,
9,Jaunā konservatīvā partija,60,Indra Ozoliņa,,,11,,
9,Jaunā konservatīvā partija,61,Jānis Ozoliņš,,16,,,
9,Jaunā konservatīvā partija,62,Juris Pavītols,,,,5,
9,Jaunā konservatīvā partija,63,Ūve Perlbahs,31,,,,
9,Jaunā konservatīvā partija,64,Kalvis Plismanis,24,,,,
9,Jaunā konservatīvā partija,65,Astrīda Podziņa,,17,,,
9,Jaunā konservatīvā partija,66,Laura Rancāne,16,,,,
9,Jaunā konservatīvā partija,67,Andris Riekstiņš,,13,,,
9,Jaunā konservatīvā partija,68,Ansis Roderts,,,,7,
9,Jaunā konservatīvā partija,69,Dainis Rozenfelds,,,,,4
9,Jaunā konservatīvā partija,70,Kristaps Rūde,,4,,,
9,Jaunā konservatīvā partija,71,Kristīne Saleniece,11,,,,
9,Jaunā konservatīvā partija,72,Raitis Sijāts,,2,,,
9,Jaunā konservatīvā partija,73,Jānis Siliņš,,5,,,
9,Jaunā konservatīvā partija,74,Dainis Skrūzmanis,,,4,,
9,Jaunā konservatīvā partija,75,Andris Skuja,,7,,,
9,Jaunā konservatīvā partija,76,Elīna Spiča,,,,,11
9,Jaunā konservatīvā partija,77,Dāvis Stalts,,,,2,
9,Jaunā konservatīvā partija,78,Gundars Strazdiņš,21,,,,
9,Jaunā konservatīvā partija,79,Aigars Sudmalis,,,,12,
9,Jaunā konservatīvā partija,80,Zemlita Šīre,,14,,,
9,Jaunā konservatīvā partija,81,Juris Tolpežņikovs,,,,,3
9,Jaunā konservatīvā partija,82,Jānis Tomels,,,,,1
9,Jaunā konservatīvā partija,83,Jānis Uha,30,,,,
9,Jaunā konservatīvā partija,84,Aldis Upmalis,12,,,,
9,Jaunā konservatīvā partija,85,Arvis Urbāns,,25,,,
9,Jaunā konservatīvā partija,86,Guntars Vaivars,,,,4,
9,Jaunā konservatīvā partija,87,Līva Veita,9,,,,
9,Jaunā konservatīvā partija,88,Māris Virkavs,19,,,,
9,Jaunā konservatīvā partija,89,Antra Visendorfa,,23,,,
9,Jaunā konservatīvā partija,90,Edmunds Visendorfs,,8,,,
9,Jaunā konservatīvā partija,91,Ingūna Vismane,13,,,,
9,Jaunā konservatīvā partija,92,Daina Vīķele,26,,,,
9,Jaunā konservatīvā partija,93,Regīna Vucāne,22,,,,
9,Jaunā konservatīvā partija,94,Aigars Zīmelis,,,2,,
9,Jaunā konservatīvā partija,95,Agris Zvaigzneskalns,,,,,2
9,Jaunā konservatīvā partija,96,Didzis Zviedris,,,,11,
9,Jaunā konservatīvā partija,97,Lāsma Žagota,,6,,,
10,"""Latvijas Krievu savienība""",1,Vjačeslavs Altuhovs,15,,,,
10,"""Latvijas Krievu savienība""",2,Tatjana Babajeva,24,,,,
10,"""Latvijas Krievu savienība""",3,Jeļena Bačinska,7,,,,
10,"""Latvijas Krievu savienība""",4,Jeļena Beskorovainaja,,,,,10
10,"""Latvijas Krievu savienība""",5,Taisja Bite,22,,,,
10,"""Latvijas Krievu savienība""",6,Irina Boļšakova,,,3,,
10,"""Latvijas Krievu savienība""",7,Eduards Bonders,,9,,,
10,"""Latvijas Krievu savienība""",8,Konstantīns Boroņins,,,,4,
10,"""Latvijas Krievu savienība""",9,Vladimirs Buzajevs,4,,,,
10,"""Latvijas Krievu savienība""",10,Irina Cvetkova,2,,,,
10,"""Latvijas Krievu savienība""",11,Nataļja Čehova,,,,,3
10,"""Latvijas Krievu savienība""",12,Filips Dudins,21,,,,
10,"""Latvijas Krievu savienība""",13,Tatjana Favorska,14,,,,
10,"""Latvijas Krievu savienība""",14,Aleksandrs Filejs,,1,,,
10,"""Latvijas Krievu savienība""",15,Maksims Galkins,,,,,6
10,"""Latvijas Krievu savienība""",16,Aleksandrs Gamaļejevs,12,,,,
10,"""Latvijas Krievu savienība""",17,Helēna Geriloviča,,,,2,
10,"""Latvijas Krievu savienība""",18,Maksims Golubevs,,,14,,
10,"""Latvijas Krievu savienība""",19,Andrejs Golubevs,,,12,,
10,"""Latvijas Krievu savienība""",20,Einārs Graudiņš,6,,,,
10,"""Latvijas Krievu savienība""",21,Anatolijs Grjaznovs,23,,,,
10,"""Latvijas Krievu savienība""",22,Viktors Guščins,,,,,2
10,"""Latvijas Krievu savienība""",23,Nikolajs Harlamovs,,,7,,
10,"""Latvijas Krievu savienība""",24,Vladimirs Hodakovskis,13,,,,
10,"""Latvijas Krievu savienība""",25,Deniss Ignatjevs,,,,,9
10,"""Latvijas Krievu savienība""",26,Nazira Iso,20,,,,
10,"""Latvijas Krievu savienība""",27,Tatjana Jegorova,26,,,,
10,"""Latvijas Krievu savienība""",28,Nadežda Jeļņikova,30,,,,
10,"""Latvijas Krievu savienība""",29,Tatjana Jemeļjanova,16,,,,
10,"""Latvijas Krievu savienība""",30,Ivans Jengaševs,,7,,,
10,"""Latvijas Krievu savienība""",31,Dmitrijs Jermaks,25,,,,
10,"""Latvijas Krievu savienība""",32,Natālija Jolkina,9,,,,
10,"""Latvijas Krievu savienība""",33,Pāvels Kirillovs,5,,,,
10,"""Latvijas Krievu savienība""",34,Elita Kosaka,,,,1,
10,"""Latvijas Krievu savienība""",35,Iļja Kozirevs,,3,,,
10,"""Latvijas Krievu savienība""",36,Vitālijs Krugļešovs,,,,,8
10,"""Latvijas Krievu savienība""",37,Fjodors Krupenkins,,6,,,
10,"""Latvijas Krievu savienība""",38,Valentīna Kudrjavceva,,,,,4
10,"""Latvijas Krievu savienība""",39,Aleksejs Kurepins,27,,,,
10,"""Latvijas Krievu savienība""",40,Aleksandrs Kuzmins,8,,,,
10,"""Latvijas Krievu savienība""",41,Jeļena Kuzņecova,,,,,11
10,"""Latvijas Krievu savienība""",42,Vladimirs Kuzņecovs,,,,5,
10,"""Latvijas Krievu savienība""",43,Edvards Kvasņevskis,19,,,,
10,"""Latvijas Krievu savienība""",44,Aleksandrs Ļivčaks,,,2,,
10,"""Latvijas Krievu savienība""",45,Ašots Mamikonjans,,,10,,
10,"""Latvijas Krievu savienība""",46,Miroslavs Mitrofanovs,1,,,,
10,"""Latvijas Krievu savienība""",47,Viktorija Murina,18,,,,
10,"""Latvijas Krievu savienība""",48,Olga Odincova,,,,,5
10,"""Latvijas Krievu savienība""",49,Valērijs Orlovs,,,9,,
10,"""Latvijas Krievu savienība""",50,Valērijs Oščenkovs,,,6,,
10,"""Latvijas Krievu savienība""",51,Jakovs Pliners,3,,,,
10,"""Latvijas Krievu savienība""",52,Ivans Popovs,,,11,,
10,"""Latvijas Krievu savienība""",53,Pāvels Prozors,,,13,,
10,"""Latvijas Krievu savienība""",54,Aleksandrs Prutkovs,,8,,,
10,"""Latvijas Krievu savienība""",55,Edvīns Puķe,10,,,,
10,"""Latvijas Krievu savienība""",56,Anatolijs Pušņakovs,,,5,,
10,"""Latvijas Krievu savienība""",57,Vladislavs Rafaļskis,11,,,,
10,"""Latvijas Krievu savienība""",58,Ludmila Rodionova,,4,,,
10,"""Latvijas Krievu savienība""",59,Gagiks Sarkisjans,31,,,,
10,"""Latvijas Krievu savienība""",60,Valerijs Solncevs,29,,,,
10,"""Latvijas Krievu savienība""",61,Andrejs Solopenko,,5,,,
10,"""Latvijas Krievu savienība""",62,Sergejs Solovjovs,,,8,,
10,"""Latvijas Krievu savienība""",63,Nikolajs Starikovs,,,,,7
10,"""Latvijas Krievu savienība""",64,Nadežda Svincova,,,,,12
10,"""Latvijas Krievu savienība""",65,Ilona Titarenko,,,,3,
10,"""Latvijas Krievu savienība""",66,Andris Tolmačovs,,2,,,
10,"""Latvijas Krievu savienība""",67,Jeļena Učaikina,,10,,,
10,"""Latvijas Krievu savienība""",68,Ludmila Ušakova,,,,,1
10,"""Latvijas Krievu savienība""",69,Aleksejs Vasiļjevs,,,4,,
10,"""Latvijas Krievu savienība""",70,Viktorija Viļumsone,28,,,,
10,"""Latvijas Krievu savienība""",71,Vladimirs Vlasovs,,,,6,
10,"""Latvijas Krievu savienība""",72,Ludmila Vorobjova,,11,,,
10,"""Latvijas Krievu savienība""",73,Jurijs Zaicevs,,,1,,
10,"""Latvijas Krievu savienība""",74,Aina Žuravļova,17,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",1,Valērijs Agešins,,,,1,
11,"""Saskaņa"" sociāldemokrātiskā partija",2,Vitālijs Aizbalts,,,4,,
11,"""Saskaņa"" sociāldemokrātiskā partija",3,Aļona Annišineca,,,12,,
11,"""Saskaņa"" sociāldemokrātiskā partija",4,Ziedonis Apariņš,,29,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",5,Andris Arcimovičs,,,,,8
11,"""Saskaņa"" sociāldemokrātiskā partija",6,Mārtiņš Artiņš,,19,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",7,Viesturs Āboliņš,28,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",8,Jānis Ādamsons,,4,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",9,Inese Baikovska,,17,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",10,Marks Barkāns,,26,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",11,Raivis Belohvoščiks,30,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",12,Olga Belova,,,18,,
11,"""Saskaņa"" sociāldemokrātiskā partija",13,Sandris Bergmanis,,7,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",14,Raimonds Bērziņš,,27,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",15,Boriss Cilevičs,4,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",16,Mihails Cogla,,,,13,
11,"""Saskaņa"" sociāldemokrātiskā partija",17,Leonids Cvetkovs,,,15,,
11,"""Saskaņa"" sociāldemokrātiskā partija",18,Raitis Čekšs,,,,,12
11,"""Saskaņa"" sociāldemokrātiskā partija",19,Normunds Dimitrijevs,,,11,,
11,"""Saskaņa"" sociāldemokrātiskā partija",20,Sergejs Dolgopolovs,,2,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",21,Irina Dolgova,,,,,17
11,"""Saskaņa"" sociāldemokrātiskā partija",22,Jaroslavs Dorenskis,,,,14,
11,"""Saskaņa"" sociāldemokrātiskā partija",23,Vladimirs Eihenbaums,31,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",24,Andrejs Elksniņš,,,1,,
11,"""Saskaņa"" sociāldemokrātiskā partija",25,Ludmila Fedorkova,,11,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",26,Henrijs Frīdenbergs,22,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",27,Raimonds Gailis,8,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",28,Sergejs Galaveckis,,,,15,
11,"""Saskaņa"" sociāldemokrātiskā partija",29,Jānis Geduševs,3,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",30,Valentīns Grigorjevs,,,,,4
11,"""Saskaņa"" sociāldemokrātiskā partija",31,Oļegs Hļebņikovs,,,10,,
11,"""Saskaņa"" sociāldemokrātiskā partija",32,Mihails Hohlovs,,,,,13
11,"""Saskaņa"" sociāldemokrātiskā partija",33,Marjana Ivanova-Jevsejeva,,,9,,
11,"""Saskaņa"" sociāldemokrātiskā partija",34,Vladimirs Ivanovs,20,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",35,Kristīna Jablonska,,,,9,
11,"""Saskaņa"" sociāldemokrātiskā partija",36,Aleksandrs Jakimovs,,,7,,
11,"""Saskaņa"" sociāldemokrātiskā partija",37,Ivars Jakovels,,,,,3
11,"""Saskaņa"" sociāldemokrātiskā partija",38,Jeļena Jakovļeva,25,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",39,Viktors Jakovļevs,,6,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",40,Indulis Jankovskis,,,,3,
11,"""Saskaņa"" sociāldemokrātiskā partija",41,Viktors Jasiņavičs,,,17,,
11,"""Saskaņa"" sociāldemokrātiskā partija",42,Pjotrs Jevtušenko,,,,8,
11,"""Saskaņa"" sociāldemokrātiskā partija",43,Einārs Jurkevičs,,,16,,
11,"""Saskaņa"" sociāldemokrātiskā partija",44,Valdis Kalniņš,,23,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",45,Agnis Kalnkaziņš,7,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",46,Raimonds Kalvišs,,,13,,
11,"""Saskaņa"" sociāldemokrātiskā partija",47,Modris Karpovs,,,14,,
11,"""Saskaņa"" sociāldemokrātiskā partija",48,Ivo Kiršblats,11,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",49,Ivans Klementjevs,12,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",50,Andrejs Klementjevs,2,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",51,Jeļena Koncevaja,23,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",52,Andrejs Kondratjuks,,13,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",53,Aivars Guntis Kreituss,,9,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",54,Kristaps Laucis,,16,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",55,Aigars Lavrinovičs,,18,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",56,Jeļena Lazareva,,,6,,
11,"""Saskaņa"" sociāldemokrātiskā partija",57,Kārlis Leiškalns,,3,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",58,Regīna Ločmele-Luņova,15,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",59,Fjodors Maļonkins,,24,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",60,Aleksejs Medvedevs,,,,4,
11,"""Saskaņa"" sociāldemokrātiskā partija",61,Gatis Meiris,,,,12,
11,"""Saskaņa"" sociāldemokrātiskā partija",62,Romans Miloslavskis,,,,5,
11,"""Saskaņa"" sociāldemokrātiskā partija",63,Sergejs Mirskis,5,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",64,Anatolijs Misjuks,,,,,11
11,"""Saskaņa"" sociāldemokrātiskā partija",65,Ralfs Morītis,,12,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",66,Andris Morozovs,35,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",67,Valerijs Nikolajevs,,,,,15
11,"""Saskaņa"" sociāldemokrātiskā partija",68,Vladimirs Nikonovs,,,8,,
11,"""Saskaņa"" sociāldemokrātiskā partija",69,Ņikita Ņikiforovs,13,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",70,Dzintars Obrickis,,,,16,
11,"""Saskaņa"" sociāldemokrātiskā partija",71,Vitālijs Orlovs,,,,,2
11,"""Saskaņa"" sociāldemokrātiskā partija",72,Viktors Paškovs,26,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",73,Sergejs Pašukovs,,,,,9
11,"""Saskaņa"" sociāldemokrātiskā partija",74,Krišjānis Peters,,,,,1
11,"""Saskaņa"" sociāldemokrātiskā partija",75,Igors Pimenovs,16,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",76,Sergejs Potapkins,9,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",77,Jānis Priede,,22,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",78,Igors Puntuss,33,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",79,Tatjana Rezņika,,20,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",80,Ivans Ribakovs,,,3,,
11,"""Saskaņa"" sociāldemokrātiskā partija",81,Baiba Rozentāle,10,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",82,Artūrs Rubiks,6,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",83,Raimonds Rubiks,,,5,,
11,"""Saskaņa"" sociāldemokrātiskā partija",84,Raimonds Rublovskis,,,,2,
11,"""Saskaņa"" sociāldemokrātiskā partija",85,Iveta Safranoviča,,,,,7
11,"""Saskaņa"" sociāldemokrātiskā partija",86,Inna Sakoviča,,,,,16
11,"""Saskaņa"" sociāldemokrātiskā partija",87,Aleksandrs Sakovskis,,5,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",88,Vadims Savkovs,,28,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",89,Nikolajs Skačkovs,34,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",90,Gaļina Skorobogatova,,,,6,
11,"""Saskaņa"" sociāldemokrātiskā partija",91,Nikolajs Sokols,,,,,5
11,"""Saskaņa"" sociāldemokrātiskā partija",92,Karina Sprūde,,14,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",93,Jūlija Stepaņenko,14,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",94,Vjačeslavs Stunžāns,,,,10,
11,"""Saskaņa"" sociāldemokrātiskā partija",95,Andrejs Šikors,24,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",96,Inese Švekle,18,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",97,Natalija Tkačenko,,,,11,
11,"""Saskaņa"" sociāldemokrātiskā partija",98,Zenta Tretjaka,,,,,6
11,"""Saskaņa"" sociāldemokrātiskā partija",99,Vitalijs Trusevičs,,,,7,
11,"""Saskaņa"" sociāldemokrātiskā partija",100,Jānis Tutins,,,2,,
11,"""Saskaņa"" sociāldemokrātiskā partija",101,Jānis Urbanovičs,1,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",102,Normunds Vagalis,,21,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",103,Edgars Vaikulis,,10,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",104,Aleksandrs Vasiļjevs,32,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",105,Valerijs Vilčinskis,,15,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",106,Ruslans Vrobļevskis,,,,,14
11,"""Saskaņa"" sociāldemokrātiskā partija",107,Jeļena Zagainova,21,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",108,Ivars Zariņš,,1,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",109,Mihails Zemļinskis,17,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",110,Inga Ziņģe-Pupiņa,27,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",111,Igors Zujevs,19,,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",112,Edgars Zveja,,8,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",113,Mareks Žizņevskis,,,,,10
11,"""Saskaņa"" sociāldemokrātiskā partija",114,Igors Žukovs,,25,,,
11,"""Saskaņa"" sociāldemokrātiskā partija",115,Vladimirs Žuks,29,,,,
12,Zaļo un Zemnieku savienība,1,Inese Aizstrauta,,5,,,
12,Zaļo un Zemnieku savienība,2,Uldis Augulis,,,,,2
12,Zaļo un Zemnieku savienība,3,Gatis Ābele,,19,,,
12,Zaļo un Zemnieku savienība,4,Aija Barča,,,,2,
12,Zaļo un Zemnieku savienība,5,Ivars Bārdiņš,34,,,,
12,Zaļo un Zemnieku savienība,6,Rolands Bārenis,28,,,,
12,Zaļo un Zemnieku savienība,7,Uldis Beite,20,,,,
12,Zaļo un Zemnieku savienība,8,Guntis Belēvičs,1,,,,
12,Zaļo un Zemnieku savienība,9,Rūta Bendere,31,,,,
12,Zaļo un Zemnieku savienība,10,Raimonds Bergmanis,,,,,4
12,Zaļo un Zemnieku savienība,11,Andris Bērziņš,,,,,3
12,Zaļo un Zemnieku savienība,12,Gunārs Binde,19,,,,
12,Zaļo un Zemnieku savienība,13,Jānis Blūzmanis,,,,,15
12,Zaļo un Zemnieku savienība,14,Uldis Boitmanis,,,,15,
12,Zaļo un Zemnieku savienība,15,Gints Briežkalns,24,,,,
12,Zaļo un Zemnieku savienība,16,Augusts Brigmanis,,,,,1
12,Zaļo un Zemnieku savienība,17,Ēvalds Cauņa,,,6,,
12,Zaļo un Zemnieku savienība,18,Gunārs Ciglis,,25,,,
12,Zaļo un Zemnieku savienība,19,Valters Dambe,,17,,,
12,Zaļo un Zemnieku savienība,20,Gundars Daudze,,,,3,
12,Zaļo un Zemnieku savienība,21,Aivars Dronka,,,,,9
12,Zaļo un Zemnieku savienība,22,Jānis Dūklavs,,1,,,
12,Zaļo un Zemnieku savienība,23,Māris Dzelzskalns,,24,,,
12,Zaļo un Zemnieku savienība,24,Gatis Dzērve-Tāluts,30,,,,
12,Zaļo un Zemnieku savienība,25,Vugars Ecmanis,,9,,,
12,Zaļo un Zemnieku savienība,26,Rihards Eigims,,,2,,
12,Zaļo un Zemnieku savienība,27,Jānis Golubevs,,,17,,
12,Zaļo un Zemnieku savienība,28,Artūrs Graudiņš,8,,,,
12,Zaļo un Zemnieku savienība,29,Vijārs Griķis,,27,,,
12,Zaļo un Zemnieku savienība,30,Ruta Grustāne,,,14,,
12,Zaļo un Zemnieku savienība,31,Inga Gudēviča,12,,,,
12,Zaļo un Zemnieku savienība,32,Jānis Ieviņš,13,,,,
12,Zaļo un Zemnieku savienība,33,Mārtiņš Jirgens,23,,,,
12,Zaļo un Zemnieku savienība,34,Elita Kalniņa,11,,,,
12,Zaļo un Zemnieku savienība,35,Guntis Kalniņš,,,,,13
12,Zaļo un Zemnieku savienība,36,Valdis Kalnozols,4,,,,
12,Zaļo un Zemnieku savienība,37,Dainis Karols,,,,5,
12,Zaļo un Zemnieku savienība,38,Inese Kārkliņa,,20,,,
12,Zaļo un Zemnieku savienība,39,Elita Keiša,,,,,14
12,Zaļo un Zemnieku savienība,40,Katrīna Killa,33,,,,
12,Zaļo un Zemnieku savienība,41,Jānis Klaužs,,,3,,
12,Zaļo un Zemnieku savienība,42,Ilze Kļava,,,,9,
12,Zaļo un Zemnieku savienība,43,Askolds Kļaviņš,35,,,,
12,Zaļo un Zemnieku savienība,44,Valerijs Kozlovs,,,18,,
12,Zaļo un Zemnieku savienība,45,Līga Kozlovska,,,5,,
12,Zaļo un Zemnieku savienība,46,Armands Krauze,,4,,,
12,Zaļo un Zemnieku savienība,47,Māris Kučinskis,3,,,,
12,Zaļo un Zemnieku savienība,48,Vitolds Kudurs,,,9,,
12,Zaļo un Zemnieku savienība,49,Jānis Leitis,,16,,,
12,Zaļo un Zemnieku savienība,50,Ingmārs Līdaka,,2,,,
12,Zaļo un Zemnieku savienība,51,Arnis Luhse,,10,,,
12,Zaļo un Zemnieku savienība,52,Agris Lungevičs,,15,,,
12,Zaļo un Zemnieku savienība,53,Voldemārs Lūsis,,18,,,
12,Zaļo un Zemnieku savienība,54,Jeļena Malahova,26,,,,
12,Zaļo un Zemnieku savienība,55,Mārtiņš Martinsons,,,,10,
12,Zaļo un Zemnieku savienība,56,Ģirts Mazurs,18,,,,
12,Zaļo un Zemnieku savienība,57,Jānis Megnis,,,,14,
12,Zaļo un Zemnieku savienība,58,Pāvels Melnis,,,10,,
12,Zaļo un Zemnieku savienība,59,Ainārs Mežulis,,6,,,
12,Zaļo un Zemnieku savienība,60,Andris Mihaļovs,,28,,,
12,Zaļo un Zemnieku savienība,61,Aivars Nalivaiko,,13,,,
12,Zaļo un Zemnieku savienība,62,Irēna Opšteine,,,,8,
12,Zaļo un Zemnieku savienība,63,Andrejs Panteļējevs,,,7,,
12,Zaļo un Zemnieku savienība,64,Imants Pastors,,11,,,
12,Zaļo un Zemnieku savienība,65,Rihards Plotka,29,,,,
12,Zaļo un Zemnieku savienība,66,Uldis Plūmīte,,23,,,
12,Zaļo un Zemnieku savienība,67,Indriķis Putniņš,,7,,,
12,Zaļo un Zemnieku savienība,68,Edgars Putra,,,,13,
