Saraksts,Partija,Vards,Apgabals,Numurs,Gads,DarbaVieta,Amats
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edvīns Šnore,Zemgale,1,1974,Latvijas Republikas Saeima,Deputāts
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Švalbe,Rīga,27,1963,"SIA ""NĪA Nami""",Namīpašumu pārvaldnieks
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edmunds Teirumnieks,Latgale,1,1977,Latvijas Republikas Saeima,Deputāts
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Romāns Tilleris,Rīga,30,1956,Rīgas Ukraiņu vidusskola,Direktora vietnieks izglītības jomā
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Sarmīte Valaine,Rīga,33,1964,"SIA ""MAN-TESS Tranzīts""","Biroja vadītāja, kvalitātes sistēmas vadītāja, lietvede, personāla speciāliste"
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Vārpiņš,Kurzeme,15,1983,"SIA ""Miesnieks""",Direktors vairumtirdzniecības jomā
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nils Veidemanis,Rīga,37,1967,"SIA ""Sidrabe Vacuum""",Valdes priekšsēdētājs
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ginta Vilcāne,Rīga,10,1986,Pašnodarbināta persona,Juriste
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Valters Kalvis Vite,Zemgale,10,1995,A/S ALTUM,Jaunākais programmētājs
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Vitenbergs,Zemgale,2,1985,Latvijas Republikas Saeima,Deputāts
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Zariņš,Kurzeme,3,1988,Ventspils novada dome,Domes priekšsēdētāja vietnieks
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marika Zeimule,Latgale,2,1979,Latvijas Republikas Kultūras ministrija,Kultūras ministra biroja vadītāja
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rimants Ziedonis,Kurzeme,9,1962,"Rakstnieks, žurnālists, pašnodarbināta persona",
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Anna Zīmele,Latgale,11,1987,Valsts ieņēmumu dienests,Vecākā muitas uzraudze
11,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Digne Žilde,Vidzeme,15,1979,Upesleju sākumskola,Direktora vietniece izglītības jomā
12,LATVIJA PIRMAJĀ VIETĀ,Maija Armaņeva,Rīga,13,1983,Latvijas Blogeru un influenceru asociācija,valdes priekšsēdētāja
12,LATVIJA PIRMAJĀ VIETĀ,Armands Ābelītis,Rīga,26,1965,CBMC Latvija,Valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Ringolds Balodis,Vidzeme,3,1966,Latvijas Universitātes Juridiskā fakultāte,profesors
12,LATVIJA PIRMAJĀ VIETĀ,Aleksandra Baranova,Rīga,16,1992,Studente,
12,LATVIJA PIRMAJĀ VIETĀ,Ritvars Barons,Vidzeme,29,1976,SIA Lejas kadiķi,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Andris Baumanis,Kurzeme,14,1962,Bezdarbnieks,
12,LATVIJA PIRMAJĀ VIETĀ,Imants Jānis Bekešs,Latgale,4,1955,Pensionārs,
12,LATVIJA PIRMAJĀ VIETĀ,Sergejs Belijs,Rīga,10,1975,Latvijas Dzelzceļnieku un satiksmes nozares arodbiedrība,biedrs
12,LATVIJA PIRMAJĀ VIETĀ,Kārlis Beļēvičs,Rīga,15,1994,SIA Spectrum Baltic,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Igors Bēniņš,Latgale,11,1975,SIA Taikin Build,tehniskais direktors
12,LATVIJA PIRMAJĀ VIETĀ,Andris Bērziņš,Zemgale,3,1952,Pensionārs,
12,LATVIJA PIRMAJĀ VIETĀ,Guntis Bērziņš,Rīga,30,1958,Iekšlietu ministrija,iekšējais auditors
12,LATVIJA PIRMAJĀ VIETĀ,Jana Renāte Bubinska,Zemgale,10,1997,Saimnieciskās darbības veicējs,pasākumu organizētāja un vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Inna Burova,Rīga,20,1990,Rīgas Valsts Klasiskā ģimnāzija,"Direktora vietniece izglītības jomā, skolotāja"
12,LATVIJA PIRMAJĀ VIETĀ,Oļegs Burovs,Rīga,2,1960,Rīgas valstpilsētas pašvaldība,deputāts
12,LATVIJA PIRMAJĀ VIETĀ,Juris Butēvics,Latgale,6,1960,SIA AJ Gravels,prokūrists
12,LATVIJA PIRMAJĀ VIETĀ,Egīls Ceiziņš,Kurzeme,6,1965,AS Liepājas autobusu parks,autobusa vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Lolita Degute,Vidzeme,25,1969,Pašnodarbinātā,"psihologs, biodeja bērniem vadītāja"
12,LATVIJA PIRMAJĀ VIETĀ,Vitālijs Delvers,Latgale,10,1980,SIA Ldz Cargo,dzelzceļa dispečers
12,LATVIJA PIRMAJĀ VIETĀ,Mārtiņš Donga,Rīga,27,1973,SIA Creavit,komercdarbības konsultants
12,LATVIJA PIRMAJĀ VIETĀ,Aivars Donskis,Rīga,37,1966,Rīgas Satiksme,autobusa vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Larisa Dunajevska,Vidzeme,13,1982,VAS Latvijas Dzelzceļš,zemes klātnes uzturēšanas brigadiere
12,LATVIJA PIRMAJĀ VIETĀ,Aljeta Erdmane,Kurzeme,13,1971,SIA Cityreal,nekustamā īpašuma speciāliste
12,LATVIJA PIRMAJĀ VIETĀ,Henrijs Frīdenbergs,Rīga,29,1964,Latvijas Džudo federācija,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Oskars Galanders,Vidzeme,23,1974,Balcia Insurance SE,jurists
12,LATVIJA PIRMAJĀ VIETĀ,Jegors Gončarovs,Latgale,8,1987,AS Krāslavas piens,galvenais inženieris
12,LATVIJA PIRMAJĀ VIETĀ,Jolanta Gulbe-Paškeviča,Vidzeme,17,1971,SIA Rīga Room Agency,projektu vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Ainārs Iesavs,Vidzeme,14,1968,SIA Sertifikācijas un testēšanas centrs,sertifikācijas eksperts
12,LATVIJA PIRMAJĀ VIETĀ,Ilmārs Jargans,Vidzeme,26,1966,Rīgas Angļu ģimnāzija,ķīmijas un dabaszinātņu skolotājs
12,LATVIJA PIRMAJĀ VIETĀ,Mārcis Jencītis,Rīga,21,1970,"Evaņģēlisko kristiešu draudze ""Kristus pasaulei""",vacākais mācītājs
12,LATVIJA PIRMAJĀ VIETĀ,Paulis Jonikāns,Latgale,7,1993,SIA Canetis,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Aleksandrs Jozāns,Latgale,14,1971,Pašnodarbināts,licencēts veterinārārsts
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Kaļāns,Vidzeme,28,1956,SIA Vivacitas,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Vladimirs Keidāns,Rīga,9,1991,SIA Medochemie Latvia,reģionālais vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Imants Keišs,Zemgale,16,1948,Latvijas Daudzbērnu ģimeņu biedrība,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Ivars Keviešens,Vidzeme,9,1963,SIA RIKK,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Iļja Klimanovs,Latgale,5,1981,SIA “”VIVER”,komercdirektors
12,LATVIJA PIRMAJĀ VIETĀ,Igors Kolesnikovs,Rīga,33,1982,AS Baltijas tranzīta serviss,Dīzeļlokomotīves vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Andrejs Kondratjuks,Vidzeme,15,1957,Jūrmalas pensionāru biedrība,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Velga Kopce,Vidzeme,12,1978,SIA LiiR Latvia,vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Jelizaveta Korotkova,Rīga,38,1982,Vides aizsardzības klubs,koordinators
12,LATVIJA PIRMAJĀ VIETĀ,Ieva Krapāne,Vidzeme,7,1981,Latvijas Republikas Saeima,deputāte
12,LATVIJA PIRMAJĀ VIETĀ,Līga Krapāne,Vidzeme,2,1966,"Biedrība ""Latvija Pirmā""",Sabiedrisko attiecību un komunikācijas vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Aivars Kraps,Zemgale,4,1975,Jēkabpils novada pašvaldība,deputāts
12,LATVIJA PIRMAJĀ VIETĀ,Līga Krēmere,Rīga,17,1977,SIA Data life,"finanšu direktore, valdes priekšsēdētāja"
12,LATVIJA PIRMAJĀ VIETĀ,Aija Krištopane,Vidzeme,19,1960,SIA UKLAK 10,valdes locekle
12,LATVIJA PIRMAJĀ VIETĀ,Kristaps Krištopans,Rīga,23,1983,SIA let.lv,klientu/pārdošanas konsultants
12,LATVIJA PIRMAJĀ VIETĀ,Vilis Krištopans,Latgale,1,1954,Partija LATVIJA PIRMAJĀ VIETĀ,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Edvīns Krūmiņš,Kurzeme,5,1975,VAS Latvijas Dzelzceļš,Sliežu ceļa pārvaldes nodaļas vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Edgars Kvjatkovskis,Latgale,13,1990,SIA LDZ Cargo,"Daugavpils ekspluatācijas nodaļas Rēzeknes ceha lokomotīves vadītājs, Arodbiedrības priekšsēdēetājs"
12,LATVIJA PIRMAJĀ VIETĀ,Kristīne Ķēniņa,Kurzeme,8,1971,SIA Kurzemes minerālmateriāli,"grāmatvede, prokūrists"
12,LATVIJA PIRMAJĀ VIETĀ,Juris Leitietis,Rīga,11,1963,Pensionārs,
12,LATVIJA PIRMAJĀ VIETĀ,Arnolds Libeks,Rīga,39,1960,SIA Riga Investment Solutions,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Linda Liepiņa,Vidzeme,1,1974,SIA LAFARMA,valdes locekle
12,LATVIJA PIRMAJĀ VIETĀ,Aleksandrs Losāns,Zemgale,14,1982,SIA AREMSO,"valdes priekšsēdētājs, jurists"
12,LATVIJA PIRMAJĀ VIETĀ,Natālija Magazeina,Kurzeme,2,1986,SIA Happy me forever,uzņēmuma vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Armands Māliņš,Rīga,32,1962,SIA Grifs AG,apsargs
12,LATVIJA PIRMAJĀ VIETĀ,Ainars Melders,Vidzeme,11,1960,SIA A.S.I.M.,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Māris Mežals,Rīga,14,1977,SIA MM Expert,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Romāns Mežeckis,Rīga,5,1964,Jūrmalas dome,deputāts
12,LATVIJA PIRMAJĀ VIETĀ,Terēza Milberga,Vidzeme,24,1966,SIA Arkadia trade,eksporta projektu vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Ingūna Millere,Vidzeme,20,1968,"SIA Rehabilitācijas centrs ""Līgatne""",pacientu reģistratore
12,LATVIJA PIRMAJĀ VIETĀ,Anželika Molotanova,Kurzeme,10,1968,AS Sirowa,pārdošanas speciāliste
12,LATVIJA PIRMAJĀ VIETĀ,Aivars Molotanovs,Kurzeme,11,1962,SIA Sams,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Leontijs Morozs,Rīga,8,1984,SIA Riga Welness,iestādes vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Ralfs Nemiro,Zemgale,2,1981,LR Saeima,deputāts
12,LATVIJA PIRMAJĀ VIETĀ,Raimonds Nipers,Latgale,16,1961,SIA Māra N,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Diāna Novicka,Rīga,6,1980,SIA Follow.art,izpilddirektore
12,LATVIJA PIRMAJĀ VIETĀ,Vladimirs Novikovs,Latgale,9,1970,Latvijas Dzelzceļnieku un satiksmes nozares arodbiedrība,darba jautājumu un darba aizsardzības nodaļas vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Mihails Parahins,Rīga,36,1985,SIA Rīgas Meži,tehnikas strādnieks
12,LATVIJA PIRMAJĀ VIETĀ,Dagnis Pastors,Vidzeme,10,1981,SIA Railtimber,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Deniss Paškevičs,Vidzeme,18,1975,PIKTS Liepājas Mākslas Muzikas Dizaina vidusskola,pedagogs
12,LATVIJA PIRMAJĀ VIETĀ,Dmitrijs Pavlovs,Rīga,12,1955,Pensionārs,
12,LATVIJA PIRMAJĀ VIETĀ,Ramona Petraviča,Kurzeme,1,1967,Latvijas Republikas Saeima,deputāte
12,LATVIJA PIRMAJĀ VIETĀ,Andris Petrovs,Rīga,31,1967,"SIA ""Grandus""",Noliktavas strādnieks
12,LATVIJA PIRMAJĀ VIETĀ,Džineta Pētersone,Vidzeme,27,1968,Pašnodarbinātā,psihologa konsultācijas
12,LATVIJA PIRMAJĀ VIETĀ,Karina Plaude,Rīga,4,1979,SIA Nord Snus,juridiskās daļas vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Pļaviņš,Rīga,25,1981,SIA Prana energy,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Vladimirs Pučka,Latgale,12,1962,Daugavpils Olimpiskais centrs,boksa zāles pārvaldnieks
12,LATVIJA PIRMAJĀ VIETĀ,Edvīns Puķe,Zemgale,11,1961,AMALAT London ltd. UK,direktors
12,LATVIJA PIRMAJĀ VIETĀ,Aiga Rotberga,Vidzeme,6,1979,SIA ĢIMENES SIRDS,"valdes locekle, klīnikas vadītāja"
12,LATVIJA PIRMAJĀ VIETĀ,Margots Rotbergs,Vidzeme,8,1970,SIA RONTO,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Gatis Rozenfelds,Kurzeme,15,1983,SIA HRG-LUX,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Normunds Rozenšteins,Rīga,34,1960,Starptautiskā Profesionālā Dziedniecības Akadēmija,dziednieks
12,LATVIJA PIRMAJĀ VIETĀ,Raimonds Rublovskis,Rīga,7,1967,Baltijas Starptautiskā akadēmija,docētājs
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Rudevičs,Zemgale,12,1970,Latvijas Republikas Valsts kontrole,autovadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Māris Ruks,Vidzeme,5,1972,SIA Antava,rīkotājdirektors
12,LATVIJA PIRMAJĀ VIETĀ,Dace Savčenko,Zemgale,15,1974,Pašnodarbinātā,
12,LATVIJA PIRMAJĀ VIETĀ,Sergejs Semenčukovs,Kurzeme,4,1975,AS Latvijas Dzelzceļš,Vecākais ekspluatācijas inženieris
12,LATVIJA PIRMAJĀ VIETĀ,Eduards Slaviets,Vidzeme,21,1990,AS Rietumu banka,darījumu ar finanšu instrumentiem uzraudzības vecākais speciālists
12,LATVIJA PIRMAJĀ VIETĀ,Imants Spridzāns,Vidzeme,22,1974,Madonas pilsētas Kultūras nams,mākslinieks - inscenētājs
12,LATVIJA PIRMAJĀ VIETĀ,Ilze Stobova,Latgale,2,1976,Rīgas Valda Zālīša sākumskola,pedagogs
12,LATVIJA PIRMAJĀ VIETĀ,Kārlis Strēlis,Rīga,19,1943,Pensionārs,
12,LATVIJA PIRMAJĀ VIETĀ,Baiba Stūrīte,Rīga,18,1979,SIA VEDMIR,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Juris Šaicāns,Rīga,35,1959,DZĪB Maskavas 248,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Viktors Ščerbatihs,Vidzeme,4,1974,Latvijas svarcelšanas federācija,prezidents
12,LATVIJA PIRMAJĀ VIETĀ,Dana Šlesere,Kurzeme,9,1999,AS Swedbank,Biznesa klientu attiecību speciāliste
12,LATVIJA PIRMAJĀ VIETĀ,Ainārs Šlesers,Rīga,1,1970,Partija LATVIJA PIRMAJĀ VIETĀ,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Ričards Šlesers,Vidzeme,16,1997,"AS ""LTG""",padomes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Sabīne Šņepste,Latgale,3,1985,Daugavpils pilsētas pašvaldība,izpilddirektors
12,LATVIJA PIRMAJĀ VIETĀ,Šarlote Šulca,Rīga,3,1987,SIA Mitau Motors,Sabiedrisko attiecību struktūrvienības vadītāja
12,LATVIJA PIRMAJĀ VIETĀ,Signe Švanka,Zemgale,7,1988,Pašnodarbinātā,nekustamo īpašumu konsultācijas
12,LATVIJA PIRMAJĀ VIETĀ,Māris Šveiduks,Kurzeme,3,1959,SIA Sporta klubs Lāčplēsis,valdes priekšsēdētājs
12,LATVIJA PIRMAJĀ VIETĀ,Sandris Točs,Rīga,22,1970,Pašnodarbinātais,Sabiedriskās attiecības
12,LATVIJA PIRMAJĀ VIETĀ,Diāna Ulme,Zemgale,5,1964,Biedrība Vides aizsardzības klubs,koordinators
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Umbraška,Zemgale,8,1986,Pašnodarbinātais,komercpārvadājumi
12,LATVIJA PIRMAJĀ VIETĀ,Zigmārs Vaitaitis,Zemgale,13,1981,SIA Zemgales Būvserviss,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Viktors Valainis,Zemgale,9,1943,LLU Sporta centrs,docents
12,LATVIJA PIRMAJĀ VIETĀ,Jānis Valtervitenheims,Latgale,15,1960,"Biedrība ""Latviešu katoļu studentu un akadēmiķu apvienība "" Dzintars""""",prezidents
12,LATVIJA PIRMAJĀ VIETĀ,Ilmārs Vecvanags,Rīga,28,1960,SIA VELLESS,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Ainārs Vilmanis,Zemgale,6,1967,AS Pasažieru vilciens,vilciena vadītājs
12,LATVIJA PIRMAJĀ VIETĀ,Liene Zāģere,Kurzeme,7,1976,Valsts Policijas Rīgas reģionālās pārvaldes,Rīgas Ķengaraga iecirkņa dokumentu pārvaldības un uzskaites grupas lietvedis
12,LATVIJA PIRMAJĀ VIETĀ,Edmunds Zivtiņš,Zemgale,1,1969,Partija LATVIJA PIRMAJĀ VIETĀ,valdes loceklis
12,LATVIJA PIRMAJĀ VIETĀ,Eduards Zivtiņš,Kurzeme,12,2000,Students,
12,LATVIJA PIRMAJĀ VIETĀ,Roberts Žemaitis,Rīga,24,1985,Bezdarbnieks,
13,Konservatīvie,Pēteris Aglonietis,Latgale,16,1965,Valsts probācijas dienests,Vecākais probācijas speciālists
13,Konservatīvie,Ieva Akuratere,Rīga,6,1958,Latvijas Republikas Saeima,Deputāte
13,Konservatīvie,Kristers Andersons,Kurzeme,13,1997,"SIA ""Devs.lv""",Programmētājs
13,Konservatīvie,Ģirts Astra,Rīga,21,1953,SIA Radošo darbu galerija,Rāmētājs
13,Konservatīvie,Jānis Auziņš,Latgale,9,1987,"""Līči"" ZS",Īpašnieks
13,Konservatīvie,Marija Balcere,Rīga,11,1946,SIA MARIJAS VIRTUVE,Valdes priekšsēdētāja
13,Konservatīvie,Ainars Bašķis,Rīga,9,1961,Latvijas Republikas Saeima,Deputāts
13,Konservatīvie,Māris Beļaunieks,Vidzeme,11,1961,Limbažu novada pašvaldība,Domes priekšsēdētāja 1. vietnieks
13,Konservatīvie,Valters Bergs,Vidzeme,10,1978,Rīgas dome,Deputāts
13,Konservatīvie,Arvīds Bērziņš,Rīga,19,1989,"Rīgas Austrumu Klīniskā universitātes slimnīca, Anestezioloģijas klīnika",Anesteziologs/Reanimatologs
13,Konservatīvie,Guntis Bībers,Rīga,37,1981,SIA Bieber,Valdes loceklis
13,Konservatīvie,Elena Blumberga,Kurzeme,12,1966,Pensionāre,
13,Konservatīvie,Jānis Bordāns,Vidzeme,1,1967,Valsts kanceleja,Tieslietu ministrs
13,Konservatīvie,Ilgvars Brakovskis,Rīga,16,1972,Rīgas dome,Rīgas domes sekretariāts Deputātu darbības nodrošināšanas nodaļas Komiteju vadības atbalsta sektora galvenais referents
13,Konservatīvie,Guntis Braslis,Vidzeme,24,1972,Valmieras novada pašvaldība,Nekustamā īpašuma speciālists dzīvojamo telpu īres jautājumos
13,Konservatīvie,Mārtiņš Brigzna,Zemgale,6,1980,"SIA ""M&B Brigzna""",Valdes loceklis
13,Konservatīvie,Evelīna Briška,Rīga,30,1974,Persona ar invaliditāti,
13,Konservatīvie,Jānis Brokāns,Zemgale,9,1969,“Vidzemes koka mājas” SIA,Valdes loceklis
13,Konservatīvie,Aldis Brūvers,Latgale,13,1958,SIA Satina,Valdes priekšsēdētājs
13,Konservatīvie,Uldis Budriķis,Kurzeme,2,1991,Latvijas Republikas Saeima,Deputāts
13,Konservatīvie,Aldis Bukšs,Latgale,1,1985,Tieslietu ministrija,Padomnieks
13,Konservatīvie,Ēvalds Butāns,Latgale,14,1953,Pensionārs,
13,Konservatīvie,Jānis Butāns,Rīga,3,1978,Latvijas Republikas Saeima,"Deputāts, Juridiskās komisijas priekšsēdētājs"
13,Konservatīvie,Rihards Būda,Vidzeme,28,1984,Limbažu novada dome,Staiceles pakalpojumu centra vadītājs
13,Konservatīvie,Jānis Cielēns,Vidzeme,6,1986,Latvijas Republikas Saeima,Deputāts
13,Konservatīvie,Viesturs Cimermanis,Zemgale,8,1988,Latvijas Republikas Saeima,Saeimas deputāta palīgs
13,Konservatīvie,Jānis Circens,Rīga,14,1976,Rīgas dome,Rīgas domes priekšsēdētāja vietnieces Lindas Ozolas padomnieks
13,Konservatīvie,Ainis Čāmāns,Zemgale,14,1982,"""Slaides"" SIA",Valdes loceklis
13,Konservatīvie,Andris Dekants,Rīga,27,1985,Latvijas Ornitoloģijas biedrība,"Ornitologs, projektu vadītājs"
13,Konservatīvie,Mārtiņš Drāke,Rīga,26,1989,Latvijas Ģeotelpiskās informācijas aģentūra,Jurists
13,Konservatīvie,Gatis Eglītis,Zemgale,1,1978,Valsts kanceleja,Labklājības ministrs
13,Konservatīvie,Romāns Ernsons,Kurzeme,5,1975,SIA “LASERN”,Valdes loceklis
13,Konservatīvie,Krišjānis Feldmans,Kurzeme,1,1985,Latvijas Republika,13. Saeimas deputāts
13,Konservatīvie,Aivars Geidāns,Zemgale,3,1985,"SIA ""BŪVDIZAINS""",Lielo projektu vadītājs
13,Konservatīvie,Renāte Gremze,Vidzeme,8,1975,Ropažu novada pašvaldība,Deputāte
13,Konservatīvie,Edmunds Griģis,Rīga,15,1973,Latvijas Republikas Saeima,Deputāta palīgs
13,Konservatīvie,Gunita Grīnberga,Rīga,24,1973,Rīgas 14.pirmsskolas izglītības iestāde,Vadītāja
13,Konservatīvie,Edgars Horns,Rīga,17,1967,Latvijas Republikas Saeima,Tehniskais sekretārs
13,Konservatīvie,Jurģis Īvāns,Rīga,38,1985,Latvijas Nacionālā bibliotēka,Autortiesību eksperts
13,Konservatīvie,Jānis Jakušonoks,Latgale,11,1996,SIA “Sodra Latvia”,Mežsaimniecības specialists
13,Konservatīvie,Ivars Joelis,Zemgale,13,1983,"SIA ""LV ROADS""",Valdes priekšsēdētājs
13,Konservatīvie,Juris Jurašs,Vidzeme,2,1975,Partija Konservatīvie,Valdes loceklis
13,Konservatīvie,Anželika Jurševica,Kurzeme,10,1969,Ventspils valstspilsētas dome,Sociālo lietu komisijas locekle
13,Konservatīvie,Bruno Jurševics,Kurzeme,4,1962,Ventspils valstspilsētas dome,Deputāts
13,Konservatīvie,Evita Kalniņa,Vidzeme,19,1978,"""KĀRUMIŅŠ G.R."" SIA",Valdes locekle
13,Konservatīvie,Kaspars Kalnmeiers,Vidzeme,23,1974,VSIA “Latvijas Valsts ceļi”,IT inženieris
13,Konservatīvie,Gatis Karlsons,Rīga,18,1975,Latvijas Nacionālais arhīvs,Direktora vietnieks
13,Konservatīvie,Iveta Katelo,Latgale,12,1964,Daugavpils Universitāte Humanitāro un sociālo zinātņu institūts,Zinātniskā asistente
13,Konservatīvie,Kārlis Kavass,Rīga,33,1979,"AMBERSTONE GROUP, AS",Valdes loceklis
13,Konservatīvie,Jānis Klauze,Vidzeme,14,1975,Izglītības un zinātnes ministrija,Ministres padomnieks finanšu jautājumos
13,Konservatīvie,Imants Krastiņš,Vidzeme,16,1978,Ādažu novada dome,Domes priekšsēdētāja vietnieks
13,Konservatīvie,Līva Kreituse,Rīga,8,1987,Latvijas Republikas Saeima,Deputāte
13,Konservatīvie,Rudīte Krūmiņa,Latgale,5,1967,Balvu novada pašvaldība,Kultūras pārvaldes vadītāja
13,Konservatīvie,Andris Kupcis,Vidzeme,29,1970,"SIA ""FPT 2""",Valdes priekšsēdētājs
13,Konservatīvie,Andis Kursītis,Zemgale,12,1981,“Latvijas Lauku konsultāciju un izglītības centrs” SIA,"Direktors, Tālākizglītības nodaļas vadītājs"
13,Konservatīvie,Maira Kutuļska,Kurzeme,8,1989,"""Enefit Green"" SIA",Kvalitātes vadītāja
13,Konservatīvie,Līga Langrate,Vidzeme,9,1969,Alūksnes novada pašvaldība,Domes priekšsēdētāja vietniece
13,Konservatīvie,Uldis Lejava,Zemgale,15,1973,A/s „Latvijas valsts meži”,Vecākais drošības un kontroles speciālists
13,Konservatīvie,Inese Leoho-Čudare,Zemgale,10,1981,Valsts izglītības satura centrs,Vecākais referents
13,Konservatīvie,Tālis Linkaits,Rīga,2,1970,Valsts kanceleja,Satiksmes ministrs
13,Konservatīvie,Olga Lubāne,Latgale,15,1990,Bezpeļņas nevalstiskā organizācija OVER Latvia,Valdes locekle
13,Konservatīvie,Juris Ludriķis,Zemgale,7,1975,"SIA ""Kobi Auto""",Valdes loceklis
13,Konservatīvie,Aleksandrs Margevičs,Rīga,25,1962,"RP SIA ""Rīgas satiksme""",Elektronikas mehaniķis
13,Konservatīvie,Viktors Marjuničs,Latgale,10,1985,SIA GRIFS AG,Drošības projektu vadītājs
13,Konservatīvie,Eva Mārtuža,Rīga,7,1954,Latvijas Republikas Saeima,Deputāte
13,Konservatīvie,Linda Medne,Rīga,5,1968,Latvijas Republikas Saeima,13.Saeimas deputāte
13,Konservatīvie,Rodžers Miķelsons,Rīga,23,1978,"SIA ""Lexel Fabrika""",Projektu vadītājs
13,Konservatīvie,Anita Muižniece,Rīga,1,1987,Valsts kanceleja,Izglītības un zinātnes ministre
13,Konservatīvie,Juris Orinskis,Kurzeme,6,1963,Talsu novada Kolkas pagasta pārvalde,Kolkas pagasta pārvaldes vadītājs
13,Konservatīvie,Dārta Ose-Bērziņa,Vidzeme,20,1990,Rīgas 1.slimnīca,Ārsts
13,Konservatīvie,Alise Ozola,Rīga,29,1992,Rīgas Stradiņa universitāte,Projektu vadītāja
13,Konservatīvie,Agris Ozoliņš,Zemgale,16,1984,"SIA ""3PL Services""",Valdes loceklis
13,Konservatīvie,Jānis Ozols,Rīga,4,1970,Izglītības un zinātnes ministrija,Ministra padomnieks
13,Konservatīvie,Evita Pētersone,Kurzeme,9,1973,PIKC Kuldīgas Tehnoloģiju un tūrisma tehnikums,Personāla uzskaites darbiniece
13,Konservatīvie,Voldemārs Platacis,Latgale,6,1955,Rēzeknes valstspilsētas dome,Deputāts
