Saraksts,Partija,OldNumurs,Ievelets,Vards,Gender,Apgabals,Numurs,Ievelets
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",107,false,Gundars Važa,Male,Zemgale,17,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",108,false,Krista Veita,Female,Kurzeme,10,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",109,false,Artis Vidžups,Male,Riga,30,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",110,false,Ginta Vilcāne,Female,Latgale,10,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",111,false,Andris Vilks,Male,Riga,13,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",112,false,Marika Zeimule,Female,Vidzeme,10,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",113,false,Raivis Zeltīts,Male,Vidzeme,29,false
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",114,false,Jana Zilkalne,Female,Vidzeme,17,false
8,Latvijas Reģionu Apvienība,1,false,Edgars Abrams,Male,Riga,10,false
8,Latvijas Reģionu Apvienība,2,false,Armands Agrums,Male,Riga,5,false
8,Latvijas Reģionu Apvienība,3,false,Aldis Alliks,Male,Riga,17,false
8,Latvijas Reģionu Apvienība,4,false,Ingrīda Amantova,Female,Vidzeme,8,false
8,Latvijas Reģionu Apvienība,5,false,Liene Anševica,Female,Kurzeme,13,false
8,Latvijas Reģionu Apvienība,6,false,Juris Apinis,Male,Vidzeme,27,false
8,Latvijas Reģionu Apvienība,7,false,Jānis Ābele,Male,Zemgale,8,false
8,Latvijas Reģionu Apvienība,8,false,Jānis Ābols,Male,Riga,12,false
8,Latvijas Reģionu Apvienība,9,false,Juris Baldiņš,Male,Riga,31,false
8,Latvijas Reģionu Apvienība,10,false,Ilona Balode,Female,Vidzeme,18,false
8,Latvijas Reģionu Apvienība,11,false,Guntis Bērziņš,Male,Riga,14,false
8,Latvijas Reģionu Apvienība,12,false,Aivis Biķernieks,Male,Zemgale,16,false
8,Latvijas Reģionu Apvienība,13,false,Guntars Bilsēns,Male,Vidzeme,7,false
8,Latvijas Reģionu Apvienība,14,false,Inita Bišofa,Female,Kurzeme,2,false
8,Latvijas Reģionu Apvienība,15,true,Inga Bite,Female,Riga,3,true
8,Latvijas Reģionu Apvienība,16,false,Kārlis Boitmanis,Male,Riga,22,false
8,Latvijas Reģionu Apvienība,17,true,Mārtiņš Bondars,Male,Vidzeme,1,true
8,Latvijas Reģionu Apvienība,18,false,Ivars Brīvers,Male,Riga,15,false
8,Latvijas Reģionu Apvienība,19,false,Inese Caunīte,Female,Zemgale,13,false
8,Latvijas Reģionu Apvienība,20,false,Velta Cimdiņa,Female,Riga,24,false
8,Latvijas Reģionu Apvienība,21,false,Gunda Cīrule,Female,Zemgale,12,false
8,Latvijas Reģionu Apvienība,22,false,Inese Čača,Female,Riga,26,false
8,Latvijas Reģionu Apvienība,23,false,Aleksandrs Dementjevs,Male,Riga,7,false
8,Latvijas Reģionu Apvienība,24,false,Jānis Dinevičs,Male,Latgale,3,false
8,Latvijas Reģionu Apvienība,25,false,Jānis Dinne,Male,Riga,18,false
8,Latvijas Reģionu Apvienība,26,false,Inga Drele,Female,Latgale,18,false
8,Latvijas Reģionu Apvienība,27,false,Juris Dzelme,Male,Riga,33,false
8,Latvijas Reģionu Apvienība,28,false,Aivars Fomins,Male,Vidzeme,6,false
8,Latvijas Reģionu Apvienība,29,false,Vilis Freimanis,Male,Zemgale,15,false
8,Latvijas Reģionu Apvienība,30,false,Gunta Gasūna,Female,Vidzeme,25,false
8,Latvijas Reģionu Apvienība,31,false,Guntis Gladkins,Male,Vidzeme,2,false
8,Latvijas Reģionu Apvienība,32,false,Leonārija Gudakovska,Female,Zemgale,5,false
8,Latvijas Reģionu Apvienība,33,false,Ingars Gusāns,Male,Latgale,7,false
8,Latvijas Reģionu Apvienība,34,false,Ingemars Harmsens,Male,Kurzeme,7,false
8,Latvijas Reģionu Apvienība,35,false,Aidis Herings,Male,Kurzeme,10,false
8,Latvijas Reģionu Apvienība,36,false,Valdis Holbergs,Male,Riga,21,false
8,Latvijas Reģionu Apvienība,37,false,Gunārs Igaunis,Male,Latgale,17,false
8,Latvijas Reģionu Apvienība,38,false,Sarmīte Janfelde,Female,Riga,23,false
8,Latvijas Reģionu Apvienība,39,false,Līvija Jankovska,Female,Latgale,4,false
8,Latvijas Reģionu Apvienība,40,false,Gundars Jegors,Male,Riga,32,false
8,Latvijas Reģionu Apvienība,41,false,Jānis Jurģelis,Male,Vidzeme,26,false
8,Latvijas Reģionu Apvienība,42,true,Arturs Kaimiņš,Male,Riga,35,true
8,Latvijas Reģionu Apvienība,43,false,Raimonds Kalniņš,Male,Kurzeme,4,false
8,Latvijas Reģionu Apvienība,44,false,Imants Keišs,Male,Riga,29,false
8,Latvijas Reģionu Apvienība,45,false,Rolands Keišs,Male,Latgale,9,false
8,Latvijas Reģionu Apvienība,46,false,Arvīds Kinstlers,Male,Kurzeme,15,false
8,Latvijas Reģionu Apvienība,47,true,Nellija Kleinberga,Female,Kurzeme,1,true
8,Latvijas Reģionu Apvienība,48,false,Sergejs Kodors,Male,Latgale,15,false
8,Latvijas Reģionu Apvienība,49,false,Anita Kokarēviča,Female,Riga,27,false
8,Latvijas Reģionu Apvienība,50,false,Margarita Krauča,Female,Riga,9,false
8,Latvijas Reģionu Apvienība,51,false,Zigrīda Krauze,Female,Kurzeme,16,false
8,Latvijas Reģionu Apvienība,52,false,Varis Krūmiņš,Male,Vidzeme,29,false
8,Latvijas Reģionu Apvienība,53,false,Augusts Kūravs,Male,Riga,13,false
8,Latvijas Reģionu Apvienība,54,false,Aldis Lazda,Male,Zemgale,10,false
8,Latvijas Reģionu Apvienība,55,false,Dzintars Legzdiņš,Male,Kurzeme,9,false
8,Latvijas Reģionu Apvienība,56,false,Arvis Leinbergs,Male,Kurzeme,11,false
8,Latvijas Reģionu Apvienība,57,false,Ilgonis Leišavnieks,Male,Zemgale,3,false
8,Latvijas Reģionu Apvienība,58,false,Inta Lemešonoka,Female,Vidzeme,20,false
8,Latvijas Reģionu Apvienība,59,false,Juris Levics,Male,Kurzeme,14,false
8,Latvijas Reģionu Apvienība,60,true,Dainis Liepiņš,Male,Zemgale,1,true
8,Latvijas Reģionu Apvienība,61,false,Andris Liepiņš,Male,Latgale,16,false
8,Latvijas Reģionu Apvienība,62,false,Jānis Liepiņš,Male,Vidzeme,23,false
8,Latvijas Reģionu Apvienība,63,false,Andris Lubiņš,Male,Riga,16,false
8,Latvijas Reģionu Apvienība,64,false,Benita Malatkovska,Female,Riga,25,false
8,Latvijas Reģionu Apvienība,65,false,Jānis Mazitāns,Male,Vidzeme,13,false
8,Latvijas Reģionu Apvienība,66,false,Normunds Mazūrs,Male,Vidzeme,9,false
8,Latvijas Reģionu Apvienība,67,false,Rihards Melgailis,Male,Zemgale,2,false
8,Latvijas Reģionu Apvienība,68,false,Inese Navra,Female,Vidzeme,24,false
8,Latvijas Reģionu Apvienība,69,false,Aleksandrs Novickis,Male,Zemgale,11,false
8,Latvijas Reģionu Apvienība,70,false,Marita Oliņa,Female,Zemgale,14,false
8,Latvijas Reģionu Apvienība,71,false,Ieva Margarita Ozola,Female,Riga,20,false
8,Latvijas Reģionu Apvienība,72,false,Ilga Ozoliņa,Female,Vidzeme,12,false
8,Latvijas Reģionu Apvienība,73,false,Linda Ozoliņa,Female,Vidzeme,21,false
8,Latvijas Reģionu Apvienība,74,false,Aigars Ozoliņš,Male,Riga,19,false
8,Latvijas Reģionu Apvienība,75,false,Lauris Pastars,Male,Latgale,12,false
8,Latvijas Reģionu Apvienība,76,false,Rūdolfs Plēpis,Male,Riga,28,false
8,Latvijas Reģionu Apvienība,77,false,Māris Pļaviņš,Male,Vidzeme,10,false
8,Latvijas Reģionu Apvienība,78,false,Karina Putniņa,Female,Vidzeme,3,false
8,Latvijas Reģionu Apvienība,79,false,Guntis Rasims,Male,Latgale,10,false
8,Latvijas Reģionu Apvienība,80,false,Aija Raudiņa,Female,Kurzeme,6,false
8,Latvijas Reģionu Apvienība,81,false,Mareks Raups,Male,Riga,8,false
8,Latvijas Reģionu Apvienība,82,false,Dagnis Reinsons,Male,Riga,34,false
8,Latvijas Reģionu Apvienība,83,false,Kārlis Rimša,Male,Zemgale,6,false
8,Latvijas Reģionu Apvienība,84,false,Aivars Ritenieks,Male,Zemgale,17,false
8,Latvijas Reģionu Apvienība,85,false,Margots Rotbergs,Male,Riga,11,false
8,Latvijas Reģionu Apvienība,86,false,Gints Rožkalns,Male,Vidzeme,16,false
8,Latvijas Reģionu Apvienība,87,false,Andris Rubins,Male,Riga,6,false
8,Latvijas Reģionu Apvienība,88,false,Silvestrs Rubins,Male,Vidzeme,11,false
8,Latvijas Reģionu Apvienība,89,true,Jānis Ruks,Male,Vidzeme,5,true
8,Latvijas Reģionu Apvienība,90,false,Vladimirs Samohins,Male,Zemgale,7,false
8,Latvijas Reģionu Apvienība,91,false,Jānis Sergejenko,Male,Kurzeme,12,false
8,Latvijas Reģionu Apvienība,92,false,Astrīda Skrinda,Female,Latgale,14,false
8,Latvijas Reģionu Apvienība,93,false,Aija Spriņķe,Female,Zemgale,9,false
8,Latvijas Reģionu Apvienība,94,false,Līga Stendze,Female,Kurzeme,8,false
8,Latvijas Reģionu Apvienība,95,true,Mārtiņš Šics,Male,Riga,1,true
8,Latvijas Reģionu Apvienība,96,false,Artūrs Štagars,Male,Latgale,13,false
8,Latvijas Reģionu Apvienība,97,false,Aivars Timofejevs,Male,Riga,4,false
8,Latvijas Reģionu Apvienība,98,false,Māris Trankalis,Male,Vidzeme,4,false
8,Latvijas Reģionu Apvienība,99,false,Mečislavs Truskovskis,Male,Latgale,6,false
8,Latvijas Reģionu Apvienība,100,false,Sigita Upmale,Female,Vidzeme,17,false
8,Latvijas Reģionu Apvienība,101,false,Ingūna Urtāne,Female,Vidzeme,22,false
8,Latvijas Reģionu Apvienība,102,false,Inga Vanaga,Female,Zemgale,4,false
8,Latvijas Reģionu Apvienība,103,false,Natālija Vecgaile,Female,Vidzeme,15,false
8,Latvijas Reģionu Apvienība,104,false,Ilga Vecziediņa,Female,Vidzeme,14,false
8,Latvijas Reģionu Apvienība,105,false,Normunds Vilnītis,Male,Kurzeme,5,false
8,Latvijas Reģionu Apvienība,106,true,Juris Viļums,Male,Latgale,1,true
8,Latvijas Reģionu Apvienība,107,false,Evita Vinceviča,Female,Vidzeme,19,false
8,Latvijas Reģionu Apvienība,108,false,Margarita Visocka,Female,Riga,30,false
8,Latvijas Reģionu Apvienība,109,false,Juris Vorkalis,Male,Latgale,8,false
8,Latvijas Reģionu Apvienība,110,false,Sandra Zaiceva,Female,Vidzeme,28,false
8,Latvijas Reģionu Apvienība,111,false,Arnis Zekunde,Male,Kurzeme,3,false
8,Latvijas Reģionu Apvienība,112,false,Marija Zeltiņa,Female,Latgale,11,false
8,Latvijas Reģionu Apvienība,113,false,Māra Viktorija Zilgalve,Female,Riga,2,false
8,Latvijas Reģionu Apvienība,114,false,Oskars Zuģickis,Male,Latgale,5,false
8,Latvijas Reģionu Apvienība,115,false,Osvalds Zvejsalnieks,Male,Latgale,2,false
9,Jaunā konservatīvā partija,1,false,Pēteris Aglonietis,Male,Kurzeme,9,false
9,Jaunā konservatīvā partija,2,false,Mārtiņš Aizpurietis,Male,Vidzeme,18,false
9,Jaunā konservatīvā partija,3,false,Īra Alksne,Female,Latgale,7,false
9,Jaunā konservatīvā partija,4,false,Oskars Apaļais,Male,Zemgale,12,false
9,Jaunā konservatīvā partija,5,false,Gundars Ābers,Male,Riga,17,false
9,Jaunā konservatīvā partija,6,false,Gundars Ābols,Male,Vidzeme,1,false
9,Jaunā konservatīvā partija,7,false,Aldis Baltalksnis,Male,Riga,23,false
9,Jaunā konservatīvā partija,8,false,Ainars Bašķis,Male,Vidzeme,12,false
9,Jaunā konservatīvā partija,9,false,Vilis Bārtulis,Male,Kurzeme,8,false
9,Jaunā konservatīvā partija,10,false,Mārcis Bergs,Male,Vidzeme,21,false
9,Jaunā konservatīvā partija,11,false,Vitālijs Birjukovs,Male,Vidzeme,10,false
9,Jaunā konservatīvā partija,12,false,Kristaps Bogdanovičs,Male,Riga,32,false
9,Jaunā konservatīvā partija,13,false,Toms Bordāns,Male,Vidzeme,26,false
9,Jaunā konservatīvā partija,14,false,Jānis Bordāns,Male,Riga,1,false
9,Jaunā konservatīvā partija,15,false,Jānis Brokāns,Male,Zemgale,5,false
9,Jaunā konservatīvā partija,16,false,Krišjānis Brūvelis,Male,Riga,28,false
9,Jaunā konservatīvā partija,17,false,Raitis Bukovskis,Male,Latgale,5,false
9,Jaunā konservatīvā partija,18,false,Santa Cabule,Female,Latgale,9,false
9,Jaunā konservatīvā partija,19,false,Una Celmiņa,Female,Kurzeme,6,false
9,Jaunā konservatīvā partija,20,false,Inga Čekša-Ratniece,Female,Latgale,3,false
9,Jaunā konservatīvā partija,21,false,Gunta Dombrovska,Female,Riga,25,false
9,Jaunā konservatīvā partija,22,false,Eva Eglāja-Kristsone,Female,Riga,7,false
9,Jaunā konservatīvā partija,23,false,Zigurds Eglītis,Male,Riga,14,false
9,Jaunā konservatīvā partija,24,false,Jolanta Eihentāle,Female,Riga,3,false
9,Jaunā konservatīvā partija,25,false,Normunds Eihentāls,Male,Zemgale,13,false
9,Jaunā konservatīvā partija,26,false,Romeks Fabjančiks,Male,Zemgale,8,false
9,Jaunā konservatīvā partija,27,false,Astra Feldmane,Female,Riga,18,false
9,Jaunā konservatīvā partija,28,false,Krišjānis Feldmans,Male,Kurzeme,1,false
9,Jaunā konservatīvā partija,29,false,Inga Gluzda,Female,Kurzeme,3,false
9,Jaunā konservatīvā partija,30,false,Austris Grasis,Male,Riga,2,false
9,Jaunā konservatīvā partija,31,false,Māris Grīnbergs,Male,Riga,5,false
9,Jaunā konservatīvā partija,32,false,Inguna Gustava,Female,Vidzeme,9,false
9,Jaunā konservatīvā partija,33,false,Vitauts Ivonausks,Male,Riga,10,false
9,Jaunā konservatīvā partija,34,false,Normunds Janelsiņš,Male,Zemgale,14,false
9,Jaunā konservatīvā partija,35,false,Ivars Jasmanis,Male,Latgale,12,false
9,Jaunā konservatīvā partija,36,false,Gundega Jēkabsone,Female,Zemgale,9,false
9,Jaunā konservatīvā partija,37,false,Arnis Kadiķis,Male,Kurzeme,13,false
9,Jaunā konservatīvā partija,38,false,Zigurds Kalējs,Male,Zemgale,7,false
9,Jaunā konservatīvā partija,39,false,Ieva Kalniņa,Female,Riga,20,false
9,Jaunā konservatīvā partija,40,false,Rūdolfs Kalvāns,Male,Riga,6,false
9,Jaunā konservatīvā partija,41,false,Matīss Kempe,Male,Riga,27,false
9,Jaunā konservatīvā partija,42,false,Vineta Kiršteine,Female,Latgale,10,false
9,Jaunā konservatīvā partija,43,false,Jānis Kopštāls,Male,Vidzeme,20,false
9,Jaunā konservatīvā partija,44,false,Pēteris Krampītis,Male,Zemgale,10,false
9,Jaunā konservatīvā partija,45,false,Ingemārs Krūmiņš,Male,Vidzeme,22,false
9,Jaunā konservatīvā partija,46,false,Inguss Kudiņš,Male,Riga,8,false
9,Jaunā konservatīvā partija,47,false,Roberts Lakučs,Male,Riga,15,false
9,Jaunā konservatīvā partija,48,false,Guntis Leja,Male,Riga,29,false
9,Jaunā konservatīvā partija,49,false,Aldis Lieljuksis,Male,Riga,4,false
9,Jaunā konservatīvā partija,50,false,Diāna Lūse,Female,Kurzeme,10,false
9,Jaunā konservatīvā partija,51,false,Eva Mārtuža,Female,Latgale,1,false
9,Jaunā konservatīvā partija,52,false,Jānis Mārtužs,Male,Latgale,6,false
9,Jaunā konservatīvā partija,53,false,Sanita Megere-Klevinska,Female,Vidzeme,3,false
9,Jaunā konservatīvā partija,54,false,Valdis Meijers,Male,Vidzeme,15,false
9,Jaunā konservatīvā partija,55,false,Jadviga Neilande,Female,Vidzeme,11,false
9,Jaunā konservatīvā partija,56,false,Dmitrijs Nikolajevs,Male,Zemgale,6,false
9,Jaunā konservatīvā partija,57,false,Aivars Ontužāns,Male,Vidzeme,19,false
9,Jaunā konservatīvā partija,58,false,Darja Orele,Female,Latgale,8,false
9,Jaunā konservatīvā partija,59,false,Dārta Ose,Female,Vidzeme,24,false
9,Jaunā konservatīvā partija,60,false,Indra Ozoliņa,Female,Latgale,11,false
9,Jaunā konservatīvā partija,61,false,Jānis Ozoliņš,Male,Vidzeme,16,false
9,Jaunā konservatīvā partija,62,false,Juris Pavītols,Male,Kurzeme,5,false
9,Jaunā konservatīvā partija,63,false,Ūve Perlbahs,Female,Riga,31,false
9,Jaunā konservatīvā partija,64,false,Kalvis Plismanis,Male,Riga,24,false
9,Jaunā konservatīvā partija,65,false,Astrīda Podziņa,Female,Vidzeme,17,false
9,Jaunā konservatīvā partija,66,false,Laura Rancāne,Female,Riga,16,false
9,Jaunā konservatīvā partija,67,false,Andris Riekstiņš,Male,Vidzeme,13,false
9,Jaunā konservatīvā partija,68,false,Ansis Roderts,Male,Kurzeme,7,false
9,Jaunā konservatīvā partija,69,false,Dainis Rozenfelds,Male,Zemgale,4,false
9,Jaunā konservatīvā partija,70,false,Kristaps Rūde,Male,Vidzeme,4,false
9,Jaunā konservatīvā partija,71,false,Kristīne Saleniece,Female,Riga,11,false
9,Jaunā konservatīvā partija,72,false,Raitis Sijāts,Male,Vidzeme,2,false
9,Jaunā konservatīvā partija,73,false,Jānis Siliņš,Male,Vidzeme,5,false
9,Jaunā konservatīvā partija,74,false,Dainis Skrūzmanis,Male,Latgale,4,false
9,Jaunā konservatīvā partija,75,false,Andris Skuja,Male,Vidzeme,7,false
9,Jaunā konservatīvā partija,76,false,Elīna Spiča,Female,Zemgale,11,false
9,Jaunā konservatīvā partija,77,false,Dāvis Stalts,Male,Kurzeme,2,false
9,Jaunā konservatīvā partija,78,false,Gundars Strazdiņš,Male,Riga,21,false
9,Jaunā konservatīvā partija,79,false,Aigars Sudmalis,Male,Kurzeme,12,false
9,Jaunā konservatīvā partija,80,false,Zemlita Šīre,Female,Vidzeme,14,false
9,Jaunā konservatīvā partija,81,false,Juris Tolpežņikovs,Male,Zemgale,3,false
9,Jaunā konservatīvā partija,82,false,Jānis Tomels,Male,Zemgale,1,false
9,Jaunā konservatīvā partija,83,false,Jānis Uha,Male,Riga,30,false
9,Jaunā konservatīvā partija,84,false,Aldis Upmalis,Male,Riga,12,false
9,Jaunā konservatīvā partija,85,false,Arvis Urbāns,Male,Vidzeme,25,false
9,Jaunā konservatīvā partija,86,false,Guntars Vaivars,Male,Kurzeme,4,false
9,Jaunā konservatīvā partija,87,false,Līva Veita,Female,Riga,9,false
9,Jaunā konservatīvā partija,88,false,Māris Virkavs,Male,Riga,19,false
9,Jaunā konservatīvā partija,89,false,Antra Visendorfa,Female,Vidzeme,23,false
9,Jaunā konservatīvā partija,90,false,Edmunds Visendorfs,Male,Vidzeme,8,false
9,Jaunā konservatīvā partija,91,false,Ingūna Vismane,Female,Riga,13,false
9,Jaunā konservatīvā partija,92,false,Daina Vīķele,Female,Riga,26,false
9,Jaunā konservatīvā partija,93,false,Regīna Vucāne,Female,Riga,22,false
9,Jaunā konservatīvā partija,94,false,Aigars Zīmelis,Male,Latgale,2,false
9,Jaunā konservatīvā partija,95,false,Agris Zvaigzneskalns,Male,Zemgale,2,false
9,Jaunā konservatīvā partija,96,false,Didzis Zviedris,Male,Kurzeme,11,false
9,Jaunā konservatīvā partija,97,false,Lāsma Žagota,Female,Vidzeme,6,false
10,"""Latvijas Krievu savienība""",1,false,Vjačeslavs Altuhovs,Male,Riga,15,false
10,"""Latvijas Krievu savienība""",2,false,Tatjana Babajeva,Female,Riga,24,false
10,"""Latvijas Krievu savienība""",3,false,Jeļena Bačinska,Female,Riga,7,false
10,"""Latvijas Krievu savienība""",4,false,Jeļena Beskorovainaja,Female,Zemgale,10,false
10,"""Latvijas Krievu savienība""",5,false,Taisja Bite,Female,Riga,22,false
10,"""Latvijas Krievu savienība""",6,false,Irina Boļšakova,Female,Latgale,3,false
10,"""Latvijas Krievu savienība""",7,false,Eduards Bonders,Male,Vidzeme,9,false
10,"""Latvijas Krievu savienība""",8,false,Konstantīns Boroņins,Male,Kurzeme,4,false
10,"""Latvijas Krievu savienība""",9,false,Vladimirs Buzajevs,Male,Riga,4,false
10,"""Latvijas Krievu savienība""",10,false,Irina Cvetkova,Female,Riga,2,false
10,"""Latvijas Krievu savienība""",11,false,Nataļja Čehova,Female,Zemgale,3,false
10,"""Latvijas Krievu savienība""",12,false,Filips Dudins,Male,Riga,21,false
10,"""Latvijas Krievu savienība""",13,false,Tatjana Favorska,Female,Riga,14,false
10,"""Latvijas Krievu savienība""",14,false,Aleksandrs Filejs,Male,Vidzeme,1,false
10,"""Latvijas Krievu savienība""",15,false,Maksims Galkins,Male,Zemgale,6,false
10,"""Latvijas Krievu savienība""",16,false,Aleksandrs Gamaļejevs,Male,Riga,12,false
10,"""Latvijas Krievu savienība""",17,false,Helēna Geriloviča,Female,Kurzeme,2,false
10,"""Latvijas Krievu savienība""",18,false,Maksims Golubevs,Male,Latgale,14,false
10,"""Latvijas Krievu savienība""",19,false,Andrejs Golubevs,Male,Latgale,12,false
10,"""Latvijas Krievu savienība""",20,false,Einārs Graudiņš,Male,Riga,6,false
10,"""Latvijas Krievu savienība""",21,false,Anatolijs Grjaznovs,Male,Riga,23,false
10,"""Latvijas Krievu savienība""",22,false,Viktors Guščins,Male,Zemgale,2,false
10,"""Latvijas Krievu savienība""",23,false,Nikolajs Harlamovs,Male,Latgale,7,false
10,"""Latvijas Krievu savienība""",24,false,Vladimirs Hodakovskis,Male,Riga,13,false
10,"""Latvijas Krievu savienība""",25,false,Deniss Ignatjevs,Male,Zemgale,9,false
10,"""Latvijas Krievu savienība""",26,false,Nazira Iso,Female,Riga,20,false
10,"""Latvijas Krievu savienība""",27,false,Tatjana Jegorova,Female,Riga,26,false
10,"""Latvijas Krievu savienība""",28,false,Nadežda Jeļņikova,Female,Riga,30,false
10,"""Latvijas Krievu savienība""",29,false,Tatjana Jemeļjanova,Female,Riga,16,false
10,"""Latvijas Krievu savienība""",30,false,Ivans Jengaševs,Male,Vidzeme,7,false
10,"""Latvijas Krievu savienība""",31,false,Dmitrijs Jermaks,Male,Riga,25,false
10,"""Latvijas Krievu savienība""",32,false,Natālija Jolkina,Female,Riga,9,false
10,"""Latvijas Krievu savienība""",33,false,Pāvels Kirillovs,Male,Riga,5,false
10,"""Latvijas Krievu savienība""",34,false,Elita Kosaka,Female,Kurzeme,1,false
10,"""Latvijas Krievu savienība""",35,false,Iļja Kozirevs,Female,Vidzeme,3,false
10,"""Latvijas Krievu savienība""",36,false,Vitālijs Krugļešovs,Male,Zemgale,8,false
10,"""Latvijas Krievu savienība""",37,false,Fjodors Krupenkins,Male,Vidzeme,6,false
10,"""Latvijas Krievu savienība""",38,false,Valentīna Kudrjavceva,Female,Zemgale,4,false
10,"""Latvijas Krievu savienība""",39,false,Aleksejs Kurepins,Male,Riga,27,false
10,"""Latvijas Krievu savienība""",40,false,Aleksandrs Kuzmins,Male,Riga,8,false
10,"""Latvijas Krievu savienība""",41,false,Jeļena Kuzņecova,Female,Zemgale,11,false
10,"""Latvijas Krievu savienība""",42,false,Vladimirs Kuzņecovs,Male,Kurzeme,5,false
10,"""Latvijas Krievu savienība""",43,false,Edvards Kvasņevskis,Male,Riga,19,false
10,"""Latvijas Krievu savienība""",44,false,Aleksandrs Ļivčaks,Male,Latgale,2,false
10,"""Latvijas Krievu savienība""",45,false,Ašots Mamikonjans,Male,Latgale,10,false
10,"""Latvijas Krievu savienība""",46,false,Miroslavs Mitrofanovs,Male,Riga,1,false
10,"""Latvijas Krievu savienība""",47,false,Viktorija Murina,Female,Riga,18,false
10,"""Latvijas Krievu savienība""",48,false,Olga Odincova,Female,Zemgale,5,false
10,"""Latvijas Krievu savienība""",49,false,Valērijs Orlovs,Male,Latgale,9,false
10,"""Latvijas Krievu savienība""",50,false,Valērijs Oščenkovs,Male,Latgale,6,false
10,"""Latvijas Krievu savienība""",51,false,Jakovs Pliners,Male,Riga,3,false
10,"""Latvijas Krievu savienība""",52,false,Ivans Popovs,Male,Latgale,11,false
10,"""Latvijas Krievu savienība""",53,false,Pāvels Prozors,Male,Latgale,13,false
10,"""Latvijas Krievu savienība""",54,false,Aleksandrs Prutkovs,Male,Vidzeme,8,false
10,"""Latvijas Krievu savienība""",55,false,Edvīns Puķe,Male,Riga,10,false
10,"""Latvijas Krievu savienība""",56,false,Anatolijs Pušņakovs,Male,Latgale,5,false
10,"""Latvijas Krievu savienība""",57,false,Vladislavs Rafaļskis,Male,Riga,11,false
10,"""Latvijas Krievu savienība""",58,false,Ludmila Rodionova,Female,Vidzeme,4,false
10,"""Latvijas Krievu savienība""",59,false,Gagiks Sarkisjans,Male,Riga,31,false
10,"""Latvijas Krievu savienība""",60,false,Valerijs Solncevs,Male,Riga,29,false
10,"""Latvijas Krievu savienība""",61,false,Andrejs Solopenko,Male,Vidzeme,5,false
10,"""Latvijas Krievu savienība""",62,false,Sergejs Solovjovs,Male,Latgale,8,false
10,"""Latvijas Krievu savienība""",63,false,Nikolajs Starikovs,Male,Zemgale,7,false
10,"""Latvijas Krievu savienība""",64,false,Nadežda Svincova,Female,Zemgale,12,false
10,"""Latvijas Krievu savienība""",65,false,Ilona Titarenko,Female,Kurzeme,3,false
10,"""Latvijas Krievu savienība""",66,false,Andris Tolmačovs,Male,Vidzeme,2,false
10,"""Latvijas Krievu savienība""",67,false,Jeļena Učaikina,Female,Vidzeme,10,false
10,"""Latvijas Krievu savienība""",68,false,Ludmila Ušakova,Female,Zemgale,1,false
10,"""Latvijas Krievu savienība""",69,false,Aleksejs Vasiļjevs,Male,Latgale,4,false
10,"""Latvijas Krievu savienība""",70,false,Viktorija Viļumsone,Female,Riga,28,false
10,"""Latvijas Krievu savienība""",71,false,Vladimirs Vlasovs,Male,Kurzeme,6,false
10,"""Latvijas Krievu savienība""",72,false,Ludmila Vorobjova,Female,Vidzeme,11,false
10,"""Latvijas Krievu savienība""",73,false,Jurijs Zaicevs,Male,Latgale,1,false
10,"""Latvijas Krievu savienība""",74,false,Aina Žuravļova,Female,Riga,17,false
11,"""Saskaņa"" sociāldemokrātiskā partija",1,true,Valērijs Agešins,Male,Kurzeme,1,true
11,"""Saskaņa"" sociāldemokrātiskā partija",2,false,Vitālijs Aizbalts,Male,Latgale,4,false
11,"""Saskaņa"" sociāldemokrātiskā partija",3,false,Aļona Annišineca,Female,Latgale,12,false
11,"""Saskaņa"" sociāldemokrātiskā partija",4,false,Ziedonis Apariņš,Male,Vidzeme,29,false
11,"""Saskaņa"" sociāldemokrātiskā partija",5,false,Andris Arcimovičs,Male,Zemgale,8,false
11,"""Saskaņa"" sociāldemokrātiskā partija",6,false,Mārtiņš Artiņš,Male,Vidzeme,19,false
11,"""Saskaņa"" sociāldemokrātiskā partija",7,false,Viesturs Āboliņš,Male,Riga,28,false
11,"""Saskaņa"" sociāldemokrātiskā partija",8,true,Jānis Ādamsons,Male,Vidzeme,4,true
11,"""Saskaņa"" sociāldemokrātiskā partija",9,false,Inese Baikovska,Female,Vidzeme,17,false
11,"""Saskaņa"" sociāldemokrātiskā partija",10,false,Marks Barkāns,Male,Vidzeme,26,false
11,"""Saskaņa"" sociāldemokrātiskā partija",11,false,Raivis Belohvoščiks,Male,Riga,30,false
