Saraksts,Partija,Numurs,Vards,Apgabals,Rangs
8,Latvijas Reģionu Apvienība,89,Jānis Ruks,Vidzeme,5
8,Latvijas Reģionu Apvienība,90,Vladimirs Samohins,Zemgale,7
8,Latvijas Reģionu Apvienība,91,Jānis Sergejenko,Kurzeme,12
8,Latvijas Reģionu Apvienība,92,Astrīda Skrinda,Latgale,14
8,Latvijas Reģionu Apvienība,93,Aija Spriņķe,Zemgale,9
8,Latvijas Reģionu Apvienība,94,Līga Stendze,Kurzeme,8
8,Latvijas Reģionu Apvienība,95,Mārtiņš Šics,Riga,1
8,Latvijas Reģionu Apvienība,96,Artūrs Štagars,Latgale,13
8,Latvijas Reģionu Apvienība,97,Aivars Timofejevs,Riga,4
8,Latvijas Reģionu Apvienība,98,Māris Trankalis,Vidzeme,4
8,Latvijas Reģionu Apvienība,99,Mečislavs Truskovskis,Latgale,6
8,Latvijas Reģionu Apvienība,100,Sigita Upmale,Vidzeme,17
8,Latvijas Reģionu Apvienība,101,Ingūna Urtāne,Vidzeme,22
8,Latvijas Reģionu Apvienība,102,Inga Vanaga,Zemgale,4
8,Latvijas Reģionu Apvienība,103,Natālija Vecgaile,Vidzeme,15
8,Latvijas Reģionu Apvienība,104,Ilga Vecziediņa,Vidzeme,14
8,Latvijas Reģionu Apvienība,105,Normunds Vilnītis,Kurzeme,5
8,Latvijas Reģionu Apvienība,106,Juris Viļums,Latgale,1
8,Latvijas Reģionu Apvienība,107,Evita Vinceviča,Vidzeme,19
8,Latvijas Reģionu Apvienība,108,Margarita Visocka,Riga,30
8,Latvijas Reģionu Apvienība,109,Juris Vorkalis,Latgale,8
8,Latvijas Reģionu Apvienība,110,Sandra Zaiceva,Vidzeme,28
8,Latvijas Reģionu Apvienība,111,Arnis Zekunde,Kurzeme,3
8,Latvijas Reģionu Apvienība,112,Marija Zeltiņa,Latgale,11
8,Latvijas Reģionu Apvienība,113,Māra Viktorija Zilgalve,Riga,2
8,Latvijas Reģionu Apvienība,114,Oskars Zuģickis,Latgale,5
8,Latvijas Reģionu Apvienība,115,Osvalds Zvejsalnieks,Latgale,2
9,Jaunā konservatīvā partija,1,Pēteris Aglonietis,Kurzeme,9
9,Jaunā konservatīvā partija,2,Mārtiņš Aizpurietis,Vidzeme,18
9,Jaunā konservatīvā partija,3,Īra Alksne,Latgale,7
9,Jaunā konservatīvā partija,4,Oskars Apaļais,Zemgale,12
9,Jaunā konservatīvā partija,5,Gundars Ābers,Riga,17
9,Jaunā konservatīvā partija,6,Gundars Ābols,Vidzeme,1
9,Jaunā konservatīvā partija,7,Aldis Baltalksnis,Riga,23
9,Jaunā konservatīvā partija,8,Ainars Bašķis,Vidzeme,12
9,Jaunā konservatīvā partija,9,Vilis Bārtulis,Kurzeme,8
9,Jaunā konservatīvā partija,10,Mārcis Bergs,Vidzeme,21
9,Jaunā konservatīvā partija,11,Vitālijs Birjukovs,Vidzeme,10
9,Jaunā konservatīvā partija,12,Kristaps Bogdanovičs,Riga,32
9,Jaunā konservatīvā partija,13,Toms Bordāns,Vidzeme,26
9,Jaunā konservatīvā partija,14,Jānis Bordāns,Riga,1
9,Jaunā konservatīvā partija,15,Jānis Brokāns,Zemgale,5
9,Jaunā konservatīvā partija,16,Krišjānis Brūvelis,Riga,28
9,Jaunā konservatīvā partija,17,Raitis Bukovskis,Latgale,5
9,Jaunā konservatīvā partija,18,Santa Cabule,Latgale,9
9,Jaunā konservatīvā partija,19,Una Celmiņa,Kurzeme,6
9,Jaunā konservatīvā partija,20,Inga Čekša-Ratniece,Latgale,3
9,Jaunā konservatīvā partija,21,Gunta Dombrovska,Riga,25
9,Jaunā konservatīvā partija,22,Eva Eglāja-Kristsone,Riga,7
9,Jaunā konservatīvā partija,23,Zigurds Eglītis,Riga,14
9,Jaunā konservatīvā partija,24,Jolanta Eihentāle,Riga,3
9,Jaunā konservatīvā partija,25,Normunds Eihentāls,Zemgale,13
9,Jaunā konservatīvā partija,26,Romeks Fabjančiks,Zemgale,8
9,Jaunā konservatīvā partija,27,Astra Feldmane,Riga,18
9,Jaunā konservatīvā partija,28,Krišjānis Feldmans,Kurzeme,1
9,Jaunā konservatīvā partija,29,Inga Gluzda,Kurzeme,3
9,Jaunā konservatīvā partija,30,Austris Grasis,Riga,2
9,Jaunā konservatīvā partija,31,Māris Grīnbergs,Riga,5
9,Jaunā konservatīvā partija,32,Inguna Gustava,Vidzeme,9
9,Jaunā konservatīvā partija,33,Vitauts Ivonausks,Riga,10
9,Jaunā konservatīvā partija,34,Normunds Janelsiņš,Zemgale,14
9,Jaunā konservatīvā partija,35,Ivars Jasmanis,Latgale,12
9,Jaunā konservatīvā partija,36,Gundega Jēkabsone,Zemgale,9
9,Jaunā konservatīvā partija,37,Arnis Kadiķis,Kurzeme,13
9,Jaunā konservatīvā partija,38,Zigurds Kalējs,Zemgale,7
9,Jaunā konservatīvā partija,39,Ieva Kalniņa,Riga,20
9,Jaunā konservatīvā partija,40,Rūdolfs Kalvāns,Riga,6
9,Jaunā konservatīvā partija,41,Matīss Kempe,Riga,27
9,Jaunā konservatīvā partija,42,Vineta Kiršteine,Latgale,10
9,Jaunā konservatīvā partija,43,Jānis Kopštāls,Vidzeme,20
9,Jaunā konservatīvā partija,44,Pēteris Krampītis,Zemgale,10
9,Jaunā konservatīvā partija,45,Ingemārs Krūmiņš,Vidzeme,22
9,Jaunā konservatīvā partija,46,Inguss Kudiņš,Riga,8
9,Jaunā konservatīvā partija,47,Roberts Lakučs,Riga,15
9,Jaunā konservatīvā partija,48,Guntis Leja,Riga,29
9,Jaunā konservatīvā partija,49,Aldis Lieljuksis,Riga,4
9,Jaunā konservatīvā partija,50,Diāna Lūse,Kurzeme,10
9,Jaunā konservatīvā partija,51,Eva Mārtuža,Latgale,1
9,Jaunā konservatīvā partija,52,Jānis Mārtužs,Latgale,6
9,Jaunā konservatīvā partija,53,Sanita Megere-Klevinska,Vidzeme,3
9,Jaunā konservatīvā partija,54,Valdis Meijers,Vidzeme,15
9,Jaunā konservatīvā partija,55,Jadviga Neilande,Vidzeme,11
9,Jaunā konservatīvā partija,56,Dmitrijs Nikolajevs,Zemgale,6
9,Jaunā konservatīvā partija,57,Aivars Ontužāns,Vidzeme,19
9,Jaunā konservatīvā partija,58,Darja Orele,Latgale,8
9,Jaunā konservatīvā partija,59,Dārta Ose,Vidzeme,24
9,Jaunā konservatīvā partija,60,Indra Ozoliņa,Latgale,11
9,Jaunā konservatīvā partija,61,Jānis Ozoliņš,Vidzeme,16
9,Jaunā konservatīvā partija,62,Juris Pavītols,Kurzeme,5
9,Jaunā konservatīvā partija,63,Ūve Perlbahs,Riga,31
9,Jaunā konservatīvā partija,64,Kalvis Plismanis,Riga,24
9,Jaunā konservatīvā partija,65,Astrīda Podziņa,Vidzeme,17
9,Jaunā konservatīvā partija,66,Laura Rancāne,Riga,16
9,Jaunā konservatīvā partija,67,Andris Riekstiņš,Vidzeme,13
9,Jaunā konservatīvā partija,68,Ansis Roderts,Kurzeme,7
9,Jaunā konservatīvā partija,69,Dainis Rozenfelds,Zemgale,4
9,Jaunā konservatīvā partija,70,Kristaps Rūde,Vidzeme,4
9,Jaunā konservatīvā partija,71,Kristīne Saleniece,Riga,11
9,Jaunā konservatīvā partija,72,Raitis Sijāts,Vidzeme,2
9,Jaunā konservatīvā partija,73,Jānis Siliņš,Vidzeme,5
9,Jaunā konservatīvā partija,74,Dainis Skrūzmanis,Latgale,4
9,Jaunā konservatīvā partija,75,Andris Skuja,Vidzeme,7
9,Jaunā konservatīvā partija,76,Elīna Spiča,Zemgale,11
9,Jaunā konservatīvā partija,77,Dāvis Stalts,Kurzeme,2
9,Jaunā konservatīvā partija,78,Gundars Strazdiņš,Riga,21
9,Jaunā konservatīvā partija,79,Aigars Sudmalis,Kurzeme,12
9,Jaunā konservatīvā partija,80,Zemlita Šīre,Vidzeme,14
9,Jaunā konservatīvā partija,81,Juris Tolpežņikovs,Zemgale,3
9,Jaunā konservatīvā partija,82,Jānis Tomels,Zemgale,1
9,Jaunā konservatīvā partija,83,Jānis Uha,Riga,30
9,Jaunā konservatīvā partija,84,Aldis Upmalis,Riga,12
9,Jaunā konservatīvā partija,85,Arvis Urbāns,Vidzeme,25
9,Jaunā konservatīvā partija,86,Guntars Vaivars,Kurzeme,4
9,Jaunā konservatīvā partija,87,Līva Veita,Riga,9
9,Jaunā konservatīvā partija,88,Māris Virkavs,Riga,19
9,Jaunā konservatīvā partija,89,Antra Visendorfa,Vidzeme,23
9,Jaunā konservatīvā partija,90,Edmunds Visendorfs,Vidzeme,8
9,Jaunā konservatīvā partija,91,Ingūna Vismane,Riga,13
9,Jaunā konservatīvā partija,92,Daina Vīķele,Riga,26
9,Jaunā konservatīvā partija,93,Regīna Vucāne,Riga,22
9,Jaunā konservatīvā partija,94,Aigars Zīmelis,Latgale,2
9,Jaunā konservatīvā partija,95,Agris Zvaigzneskalns,Zemgale,2
9,Jaunā konservatīvā partija,96,Didzis Zviedris,Kurzeme,11
9,Jaunā konservatīvā partija,97,Lāsma Žagota,Vidzeme,6
10,"""Latvijas Krievu savienība""",1,Vjačeslavs Altuhovs,Riga,15
10,"""Latvijas Krievu savienība""",2,Tatjana Babajeva,Riga,24
10,"""Latvijas Krievu savienība""",3,Jeļena Bačinska,Riga,7
10,"""Latvijas Krievu savienība""",4,Jeļena Beskorovainaja,Zemgale,10
10,"""Latvijas Krievu savienība""",5,Taisja Bite,Riga,22
10,"""Latvijas Krievu savienība""",6,Irina Boļšakova,Latgale,3
10,"""Latvijas Krievu savienība""",7,Eduards Bonders,Vidzeme,9
10,"""Latvijas Krievu savienība""",8,Konstantīns Boroņins,Kurzeme,4
10,"""Latvijas Krievu savienība""",9,Vladimirs Buzajevs,Riga,4
10,"""Latvijas Krievu savienība""",10,Irina Cvetkova,Riga,2
10,"""Latvijas Krievu savienība""",11,Nataļja Čehova,Zemgale,3
10,"""Latvijas Krievu savienība""",12,Filips Dudins,Riga,21
10,"""Latvijas Krievu savienība""",13,Tatjana Favorska,Riga,14
10,"""Latvijas Krievu savienība""",14,Aleksandrs Filejs,Vidzeme,1
10,"""Latvijas Krievu savienība""",15,Maksims Galkins,Zemgale,6
10,"""Latvijas Krievu savienība""",16,Aleksandrs Gamaļejevs,Riga,12
10,"""Latvijas Krievu savienība""",17,Helēna Geriloviča,Kurzeme,2
10,"""Latvijas Krievu savienība""",18,Maksims Golubevs,Latgale,14
10,"""Latvijas Krievu savienība""",19,Andrejs Golubevs,Latgale,12
10,"""Latvijas Krievu savienība""",20,Einārs Graudiņš,Riga,6
10,"""Latvijas Krievu savienība""",21,Anatolijs Grjaznovs,Riga,23
10,"""Latvijas Krievu savienība""",22,Viktors Guščins,Zemgale,2
10,"""Latvijas Krievu savienība""",23,Nikolajs Harlamovs,Latgale,7
10,"""Latvijas Krievu savienība""",24,Vladimirs Hodakovskis,Riga,13
10,"""Latvijas Krievu savienība""",25,Deniss Ignatjevs,Zemgale,9
10,"""Latvijas Krievu savienība""",26,Nazira Iso,Riga,20
10,"""Latvijas Krievu savienība""",27,Tatjana Jegorova,Riga,26
10,"""Latvijas Krievu savienība""",28,Nadežda Jeļņikova,Riga,30
10,"""Latvijas Krievu savienība""",29,Tatjana Jemeļjanova,Riga,16
10,"""Latvijas Krievu savienība""",30,Ivans Jengaševs,Vidzeme,7
10,"""Latvijas Krievu savienība""",31,Dmitrijs Jermaks,Riga,25
10,"""Latvijas Krievu savienība""",32,Natālija Jolkina,Riga,9
10,"""Latvijas Krievu savienība""",33,Pāvels Kirillovs,Riga,5
10,"""Latvijas Krievu savienība""",34,Elita Kosaka,Kurzeme,1
10,"""Latvijas Krievu savienība""",35,Iļja Kozirevs,Vidzeme,3
10,"""Latvijas Krievu savienība""",36,Vitālijs Krugļešovs,Zemgale,8
10,"""Latvijas Krievu savienība""",37,Fjodors Krupenkins,Vidzeme,6
10,"""Latvijas Krievu savienība""",38,Valentīna Kudrjavceva,Zemgale,4
10,"""Latvijas Krievu savienība""",39,Aleksejs Kurepins,Riga,27
10,"""Latvijas Krievu savienība""",40,Aleksandrs Kuzmins,Riga,8
10,"""Latvijas Krievu savienība""",41,Jeļena Kuzņecova,Zemgale,11
10,"""Latvijas Krievu savienība""",42,Vladimirs Kuzņecovs,Kurzeme,5
10,"""Latvijas Krievu savienība""",43,Edvards Kvasņevskis,Riga,19
10,"""Latvijas Krievu savienība""",44,Aleksandrs Ļivčaks,Latgale,2
10,"""Latvijas Krievu savienība""",45,Ašots Mamikonjans,Latgale,10
10,"""Latvijas Krievu savienība""",46,Miroslavs Mitrofanovs,Riga,1
10,"""Latvijas Krievu savienība""",47,Viktorija Murina,Riga,18
10,"""Latvijas Krievu savienība""",48,Olga Odincova,Zemgale,5
10,"""Latvijas Krievu savienība""",49,Valērijs Orlovs,Latgale,9
10,"""Latvijas Krievu savienība""",50,Valērijs Oščenkovs,Latgale,6
10,"""Latvijas Krievu savienība""",51,Jakovs Pliners,Riga,3
10,"""Latvijas Krievu savienība""",52,Ivans Popovs,Latgale,11
10,"""Latvijas Krievu savienība""",53,Pāvels Prozors,Latgale,13
10,"""Latvijas Krievu savienība""",54,Aleksandrs Prutkovs,Vidzeme,8
10,"""Latvijas Krievu savienība""",55,Edvīns Puķe,Riga,10
10,"""Latvijas Krievu savienība""",56,Anatolijs Pušņakovs,Latgale,5
10,"""Latvijas Krievu savienība""",57,Vladislavs Rafaļskis,Riga,11
10,"""Latvijas Krievu savienība""",58,Ludmila Rodionova,Vidzeme,4
10,"""Latvijas Krievu savienība""",59,Gagiks Sarkisjans,Riga,31
10,"""Latvijas Krievu savienība""",60,Valerijs Solncevs,Riga,29
10,"""Latvijas Krievu savienība""",61,Andrejs Solopenko,Vidzeme,5
10,"""Latvijas Krievu savienība""",62,Sergejs Solovjovs,Latgale,8
10,"""Latvijas Krievu savienība""",63,Nikolajs Starikovs,Zemgale,7
10,"""Latvijas Krievu savienība""",64,Nadežda Svincova,Zemgale,12
10,"""Latvijas Krievu savienība""",65,Ilona Titarenko,Kurzeme,3
10,"""Latvijas Krievu savienība""",66,Andris Tolmačovs,Vidzeme,2
10,"""Latvijas Krievu savienība""",67,Jeļena Učaikina,Vidzeme,10
10,"""Latvijas Krievu savienība""",68,Ludmila Ušakova,Zemgale,1
10,"""Latvijas Krievu savienība""",69,Aleksejs Vasiļjevs,Latgale,4
10,"""Latvijas Krievu savienība""",70,Viktorija Viļumsone,Riga,28
10,"""Latvijas Krievu savienība""",71,Vladimirs Vlasovs,Kurzeme,6
10,"""Latvijas Krievu savienība""",72,Ludmila Vorobjova,Vidzeme,11
10,"""Latvijas Krievu savienība""",73,Jurijs Zaicevs,Latgale,1
10,"""Latvijas Krievu savienība""",74,Aina Žuravļova,Riga,17
11,"""Saskaņa"" sociāldemokrātiskā partija",1,Valērijs Agešins,Kurzeme,1
11,"""Saskaņa"" sociāldemokrātiskā partija",2,Vitālijs Aizbalts,Latgale,4
11,"""Saskaņa"" sociāldemokrātiskā partija",3,Aļona Annišineca,Latgale,12
11,"""Saskaņa"" sociāldemokrātiskā partija",4,Ziedonis Apariņš,Vidzeme,29
11,"""Saskaņa"" sociāldemokrātiskā partija",5,Andris Arcimovičs,Zemgale,8
11,"""Saskaņa"" sociāldemokrātiskā partija",6,Mārtiņš Artiņš,Vidzeme,19
11,"""Saskaņa"" sociāldemokrātiskā partija",7,Viesturs Āboliņš,Riga,28
11,"""Saskaņa"" sociāldemokrātiskā partija",8,Jānis Ādamsons,Vidzeme,4
11,"""Saskaņa"" sociāldemokrātiskā partija",9,Inese Baikovska,Vidzeme,17
11,"""Saskaņa"" sociāldemokrātiskā partija",10,Marks Barkāns,Vidzeme,26
11,"""Saskaņa"" sociāldemokrātiskā partija",11,Raivis Belohvoščiks,Riga,30
11,"""Saskaņa"" sociāldemokrātiskā partija",12,Olga Belova,Latgale,18
11,"""Saskaņa"" sociāldemokrātiskā partija",13,Sandris Bergmanis,Vidzeme,7
11,"""Saskaņa"" sociāldemokrātiskā partija",14,Raimonds Bērziņš,Vidzeme,27
11,"""Saskaņa"" sociāldemokrātiskā partija",15,Boriss Cilevičs,Riga,4
11,"""Saskaņa"" sociāldemokrātiskā partija",16,Mihails Cogla,Kurzeme,13
11,"""Saskaņa"" sociāldemokrātiskā partija",17,Leonids Cvetkovs,Latgale,15
11,"""Saskaņa"" sociāldemokrātiskā partija",18,Raitis Čekšs,Zemgale,12
11,"""Saskaņa"" sociāldemokrātiskā partija",19,Normunds Dimitrijevs,Latgale,11
11,"""Saskaņa"" sociāldemokrātiskā partija",20,Sergejs Dolgopolovs,Vidzeme,2
11,"""Saskaņa"" sociāldemokrātiskā partija",21,Irina Dolgova,Zemgale,17
11,"""Saskaņa"" sociāldemokrātiskā partija",22,Jaroslavs Dorenskis,Kurzeme,14
11,"""Saskaņa"" sociāldemokrātiskā partija",23,Vladimirs Eihenbaums,Riga,31
11,"""Saskaņa"" sociāldemokrātiskā partija",24,Andrejs Elksniņš,Latgale,1
11,"""Saskaņa"" sociāldemokrātiskā partija",25,Ludmila Fedorkova,Vidzeme,11
11,"""Saskaņa"" sociāldemokrātiskā partija",26,Henrijs Frīdenbergs,Riga,22
11,"""Saskaņa"" sociāldemokrātiskā partija",27,Raimonds Gailis,Riga,8
11,"""Saskaņa"" sociāldemokrātiskā partija",28,Sergejs Galaveckis,Kurzeme,15
11,"""Saskaņa"" sociāldemokrātiskā partija",29,Jānis Geduševs,Riga,3
11,"""Saskaņa"" sociāldemokrātiskā partija",30,Valentīns Grigorjevs,Zemgale,4
11,"""Saskaņa"" sociāldemokrātiskā partija",31,Oļegs Hļebņikovs,Latgale,10
11,"""Saskaņa"" sociāldemokrātiskā partija",32,Mihails Hohlovs,Zemgale,13
11,"""Saskaņa"" sociāldemokrātiskā partija",33,Marjana Ivanova-Jevsejeva,Latgale,9
11,"""Saskaņa"" sociāldemokrātiskā partija",34,Vladimirs Ivanovs,Riga,20
11,"""Saskaņa"" sociāldemokrātiskā partija",35,Kristīna Jablonska,Kurzeme,9
11,"""Saskaņa"" sociāldemokrātiskā partija",36,Aleksandrs Jakimovs,Latgale,7
11,"""Saskaņa"" sociāldemokrātiskā partija",37,Ivars Jakovels,Zemgale,3
11,"""Saskaņa"" sociāldemokrātiskā partija",38,Jeļena Jakovļeva,Riga,25
11,"""Saskaņa"" sociāldemokrātiskā partija",39,Viktors Jakovļevs,Vidzeme,6
11,"""Saskaņa"" sociāldemokrātiskā partija",40,Indulis Jankovskis,Kurzeme,3
11,"""Saskaņa"" sociāldemokrātiskā partija",41,Viktors Jasiņavičs,Latgale,17
11,"""Saskaņa"" sociāldemokrātiskā partija",42,Pjotrs Jevtušenko,Kurzeme,8
11,"""Saskaņa"" sociāldemokrātiskā partija",43,Einārs Jurkevičs,Latgale,16
11,"""Saskaņa"" sociāldemokrātiskā partija",44,Valdis Kalniņš,Vidzeme,23
11,"""Saskaņa"" sociāldemokrātiskā partija",45,Agnis Kalnkaziņš,Riga,7
11,"""Saskaņa"" sociāldemokrātiskā partija",46,Raimonds Kalvišs,Latgale,13
11,"""Saskaņa"" sociāldemokrātiskā partija",47,Modris Karpovs,Latgale,14
11,"""Saskaņa"" sociāldemokrātiskā partija",48,Ivo Kiršblats,Riga,11
11,"""Saskaņa"" sociāldemokrātiskā partija",49,Ivans Klementjevs,Riga,12
11,"""Saskaņa"" sociāldemokrātiskā partija",50,Andrejs Klementjevs,Riga,2
11,"""Saskaņa"" sociāldemokrātiskā partija",51,Jeļena Koncevaja,Riga,23
11,"""Saskaņa"" sociāldemokrātiskā partija",52,Andrejs Kondratjuks,Vidzeme,13
11,"""Saskaņa"" sociāldemokrātiskā partija",53,Aivars Guntis Kreituss,Vidzeme,9
11,"""Saskaņa"" sociāldemokrātiskā partija",54,Kristaps Laucis,Vidzeme,16
11,"""Saskaņa"" sociāldemokrātiskā partija",55,Aigars Lavrinovičs,Vidzeme,18
11,"""Saskaņa"" sociāldemokrātiskā partija",56,Jeļena Lazareva,Latgale,6
11,"""Saskaņa"" sociāldemokrātiskā partija",57,Kārlis Leiškalns,Vidzeme,3
11,"""Saskaņa"" sociāldemokrātiskā partija",58,Regīna Ločmele-Luņova,Riga,15
11,"""Saskaņa"" sociāldemokrātiskā partija",59,Fjodors Maļonkins,Vidzeme,24
11,"""Saskaņa"" sociāldemokrātiskā partija",60,Aleksejs Medvedevs,Kurzeme,4
11,"""Saskaņa"" sociāldemokrātiskā partija",61,Gatis Meiris,Kurzeme,12
11,"""Saskaņa"" sociāldemokrātiskā partija",62,Romans Miloslavskis,Kurzeme,5
11,"""Saskaņa"" sociāldemokrātiskā partija",63,Sergejs Mirskis,Riga,5
11,"""Saskaņa"" sociāldemokrātiskā partija",64,Anatolijs Misjuks,Zemgale,11
11,"""Saskaņa"" sociāldemokrātiskā partija",65,Ralfs Morītis,Vidzeme,12
11,"""Saskaņa"" sociāldemokrātiskā partija",66,Andris Morozovs,Riga,35
11,"""Saskaņa"" sociāldemokrātiskā partija",67,Valerijs Nikolajevs,Zemgale,15
11,"""Saskaņa"" sociāldemokrātiskā partija",68,Vladimirs Nikonovs,Latgale,8
11,"""Saskaņa"" sociāldemokrātiskā partija",69,Ņikita Ņikiforovs,Riga,13
11,"""Saskaņa"" sociāldemokrātiskā partija",70,Dzintars Obrickis,Kurzeme,16
11,"""Saskaņa"" sociāldemokrātiskā partija",71,Vitālijs Orlovs,Zemgale,2
11,"""Saskaņa"" sociāldemokrātiskā partija",72,Viktors Paškovs,Riga,26
11,"""Saskaņa"" sociāldemokrātiskā partija",73,Sergejs Pašukovs,Zemgale,9
11,"""Saskaņa"" sociāldemokrātiskā partija",74,Krišjānis Peters,Zemgale,1
11,"""Saskaņa"" sociāldemokrātiskā partija",75,Igors Pimenovs,Riga,16
11,"""Saskaņa"" sociāldemokrātiskā partija",76,Sergejs Potapkins,Riga,9
11,"""Saskaņa"" sociāldemokrātiskā partija",77,Jānis Priede,Vidzeme,22
11,"""Saskaņa"" sociāldemokrātiskā partija",78,Igors Puntuss,Riga,33
11,"""Saskaņa"" sociāldemokrātiskā partija",79,Tatjana Rezņika,Vidzeme,20
11,"""Saskaņa"" sociāldemokrātiskā partija",80,Ivans Ribakovs,Latgale,3
11,"""Saskaņa"" sociāldemokrātiskā partija",81,Baiba Rozentāle,Riga,10
11,"""Saskaņa"" sociāldemokrātiskā partija",82,Artūrs Rubiks,Riga,6
11,"""Saskaņa"" sociāldemokrātiskā partija",83,Raimonds Rubiks,Latgale,5
11,"""Saskaņa"" sociāldemokrātiskā partija",84,Raimonds Rublovskis,Kurzeme,2
11,"""Saskaņa"" sociāldemokrātiskā partija",85,Iveta Safranoviča,Zemgale,7
11,"""Saskaņa"" sociāldemokrātiskā partija",86,Inna Sakoviča,Zemgale,16
11,"""Saskaņa"" sociāldemokrātiskā partija",87,Aleksandrs Sakovskis,Vidzeme,5
11,"""Saskaņa"" sociāldemokrātiskā partija",88,Vadims Savkovs,Vidzeme,28
11,"""Saskaņa"" sociāldemokrātiskā partija",89,Nikolajs Skačkovs,Riga,34
11,"""Saskaņa"" sociāldemokrātiskā partija",90,Gaļina Skorobogatova,Kurzeme,6
11,"""Saskaņa"" sociāldemokrātiskā partija",91,Nikolajs Sokols,Zemgale,5
11,"""Saskaņa"" sociāldemokrātiskā partija",92,Karina Sprūde,Vidzeme,14
11,"""Saskaņa"" sociāldemokrātiskā partija",93,Jūlija Stepaņenko,Riga,14
11,"""Saskaņa"" sociāldemokrātiskā partija",94,Vjačeslavs Stunžāns,Kurzeme,10
11,"""Saskaņa"" sociāldemokrātiskā partija",95,Andrejs Šikors,Riga,24
11,"""Saskaņa"" sociāldemokrātiskā partija",96,Inese Švekle,Riga,18
11,"""Saskaņa"" sociāldemokrātiskā partija",97,Natalija Tkačenko,Kurzeme,11
11,"""Saskaņa"" sociāldemokrātiskā partija",98,Zenta Tretjaka,Zemgale,6
11,"""Saskaņa"" sociāldemokrātiskā partija",99,Vitalijs Trusevičs,Kurzeme,7
11,"""Saskaņa"" sociāldemokrātiskā partija",100,Jānis Tutins,Latgale,2
11,"""Saskaņa"" sociāldemokrātiskā partija",101,Jānis Urbanovičs,Riga,1
11,"""Saskaņa"" sociāldemokrātiskā partija",102,Normunds Vagalis,Vidzeme,21
11,"""Saskaņa"" sociāldemokrātiskā partija",103,Edgars Vaikulis,Vidzeme,10
11,"""Saskaņa"" sociāldemokrātiskā partija",104,Aleksandrs Vasiļjevs,Riga,32
11,"""Saskaņa"" sociāldemokrātiskā partija",105,Valerijs Vilčinskis,Vidzeme,15
11,"""Saskaņa"" sociāldemokrātiskā partija",106,Ruslans Vrobļevskis,Zemgale,14
11,"""Saskaņa"" sociāldemokrātiskā partija",107,Jeļena Zagainova,Riga,21
11,"""Saskaņa"" sociāldemokrātiskā partija",108,Ivars Zariņš,Vidzeme,1
11,"""Saskaņa"" sociāldemokrātiskā partija",109,Mihails Zemļinskis,Riga,17
11,"""Saskaņa"" sociāldemokrātiskā partija",110,Inga Ziņģe-Pupiņa,Riga,27
11,"""Saskaņa"" sociāldemokrātiskā partija",111,Igors Zujevs,Riga,19
11,"""Saskaņa"" sociāldemokrātiskā partija",112,Edgars Zveja,Vidzeme,8
11,"""Saskaņa"" sociāldemokrātiskā partija",113,Mareks Žizņevskis,Zemgale,10
11,"""Saskaņa"" sociāldemokrātiskā partija",114,Igors Žukovs,Vidzeme,25
11,"""Saskaņa"" sociāldemokrātiskā partija",115,Vladimirs Žuks,Riga,29
12,Zaļo un Zemnieku savienība,1,Inese Aizstrauta,Vidzeme,5
12,Zaļo un Zemnieku savienība,2,Uldis Augulis,Zemgale,2
12,Zaļo un Zemnieku savienība,3,Gatis Ābele,Vidzeme,19
12,Zaļo un Zemnieku savienība,4,Aija Barča,Kurzeme,2
12,Zaļo un Zemnieku savienība,5,Ivars Bārdiņš,Riga,34
12,Zaļo un Zemnieku savienība,6,Rolands Bārenis,Riga,28
12,Zaļo un Zemnieku savienība,7,Uldis Beite,Riga,20
12,Zaļo un Zemnieku savienība,8,Guntis Belēvičs,Riga,1
12,Zaļo un Zemnieku savienība,9,Rūta Bendere,Riga,31
12,Zaļo un Zemnieku savienība,10,Raimonds Bergmanis,Zemgale,4
12,Zaļo un Zemnieku savienība,11,Andris Bērziņš,Zemgale,3
12,Zaļo un Zemnieku savienība,12,Gunārs Binde,Riga,19
12,Zaļo un Zemnieku savienība,13,Jānis Blūzmanis,Zemgale,15
12,Zaļo un Zemnieku savienība,14,Uldis Boitmanis,Kurzeme,15
12,Zaļo un Zemnieku savienība,15,Gints Briežkalns,Riga,24
12,Zaļo un Zemnieku savienība,16,Augusts Brigmanis,Zemgale,1
12,Zaļo un Zemnieku savienība,17,Ēvalds Cauņa,Latgale,6
12,Zaļo un Zemnieku savienība,18,Gunārs Ciglis,Vidzeme,25
12,Zaļo un Zemnieku savienība,19,Valters Dambe,Vidzeme,17
12,Zaļo un Zemnieku savienība,20,Gundars Daudze,Kurzeme,3
12,Zaļo un Zemnieku savienība,21,Aivars Dronka,Zemgale,9
12,Zaļo un Zemnieku savienība,22,Jānis Dūklavs,Vidzeme,1
12,Zaļo un Zemnieku savienība,23,Māris Dzelzskalns,Vidzeme,24
12,Zaļo un Zemnieku savienība,24,Gatis Dzērve-Tāluts,Riga,30
12,Zaļo un Zemnieku savienība,25,Vugars Ecmanis,Vidzeme,9
12,Zaļo un Zemnieku savienība,26,Rihards Eigims,Latgale,2
12,Zaļo un Zemnieku savienība,27,Jānis Golubevs,Latgale,17
12,Zaļo un Zemnieku savienība,28,Artūrs Graudiņš,Riga,8
12,Zaļo un Zemnieku savienība,29,Vijārs Griķis,Vidzeme,27
