Saraksts,Partija,Vards,Apgabals,Numurs,Gads,DarbaVieta,Amats
3,Rīcības partija,Arturs Gavriļuks,Rīga,18,1989,"SIA ""AVG Consult""",Jurists
3,Rīcības partija,Mihails Gončarovs,Rīga,13,1975,Rīgas domes Īpašuma departaments,Galvenais speciālists
3,Rīcības partija,Vilis Ivanovskis,Zemgale,8,1955,Farmācijas muzejs,Eksponātu uzmanīgs
3,Rīcības partija,Jurijs Ivaņenko,Rīga,24,1949,SIA Panda Taxi,vadītājs
3,Rīcības partija,Igors Konašenkovs,Kurzeme,8,1959,"SIA ""COPs""",Apsargs
3,Rīcības partija,Roberts Kondrats,Rīga,26,1960,SIA Taxi SOS,vadītājs
3,Rīcības partija,Olga Korņeva,Vidzeme,6,1964,Ogres novada sociālais dienests,Sociālais darbinieks
3,Rīcības partija,Pēteris Koškins,Vidzeme,2,1976,Pašnodarbinātais,Celtnieciba: namdaris
3,Rīcības partija,Ruslans Kovaļovs,Latgale,5,1975,"SIA ""KMK AUTO""",Valdes loceklis
3,Rīcības partija,Svetlana Krasovska,Vidzeme,5,1966,"Latvijas pasts ""Cekule""",nodaļas vadītāja
3,Rīcības partija,Artjoms Labejevs,Rīga,2,1984,Rīcības partija,Sabiedrisko attiecību nodaļas vadītajs
3,Rīcības partija,Aivars Laizāns,Vidzeme,9,1962,NRC Vaivari,operators
3,Rīcības partija,Aivars Leitāns,Zemgale,2,1965,"SIA ""COPs""",Valdes loceklis
3,Rīcības partija,Ainārs Lezdiņš,Vidzeme,10,1966,Pašnodarbinātais,Zvērināts advokāts
3,Rīcības partija,Ivars Lūsis,Vidzeme,8,1973,pašnodarbinātais,Celtnieks
3,Rīcības partija,Valērijs Meļkovs,Latgale,11,1988,Bezdarbnieks/bezdarbniece,
3,Rīcības partija,Tamāra Meļņikova,Latgale,1,1969,Rīcības Partija,Valdes locekle
3,Rīcības partija,Igors Meļņikovs,Rīga,1,1969,Rīcības Partija,Valdes priekšsēdētājs
3,Rīcības partija,Aleksandrs Mihailovs,Latgale,3,1976,Bezdarbnieks/bezdarbniece,
3,Rīcības partija,Genādijs Močalovs,Rīga,10,1966,"PS "" Rīgas mikroautobusu satiksme""",vadītājs-konduktors
3,Rīcības partija,Dainis Močs,Rīga,4,1970,"SIA ""P.A.D. Servis""",vadītājs
3,Rīcības partija,Jurijs Morozovs,Latgale,8,1971,SIA BEM,elektromontieris
3,Rīcības partija,Viktorija Niedra,Latgale,12,1989,Neatliekamās medicīniskās palīdzības dienests,Ārsts
3,Rīcības partija,Anna Ņešpore,Latgale,7,1956,"I.K. ""ARvian""",īpašniece
3,Rīcības partija,Viktors Ņikitins,Vidzeme,16,1961,SIA Džokers,vadītājs
3,Rīcības partija,Irina Okazina,Vidzeme,12,1996,"SIA ""Alavanda""",Bārmenis un menedžera palīgs
3,Rīcības partija,Māris Peipiņš,Kurzeme,6,1970,"SIA ""COPs""",Apsargs
3,Rīcības partija,Andris Perjans,Kurzeme,1,1983,Pašnodarbinātais,Miessargs
3,Rīcības partija,Vitālijs Petrovs,Vidzeme,15,1975,SIA TechExpress,Pārdošanas direktors
3,Rīcības partija,Jeļena Pičoha,Zemgale,1,1984,Bezdarbnieks/bezdarbniece,
3,Rīcības partija,Tatjana Ponomarenko,Rīga,21,1969,"""LIIR Latvija""",uzkopšānas darbu vadītāja
3,Rīcības partija,Aļona Prudņikova,Rīga,11,1984,Bezdarbnieks/bezdarbniece,
3,Rīcības partija,Jānis Raņķis,Vidzeme,4,1975,"SIA ""Māju apkalpošana""",Apsargs-administrators
3,Rīcības partija,Ilga Raščevska,Latgale,9,1963,VSAC Latgale filiāle Lubāna,saimniecības parzine
3,Rīcības partija,Nikolajs Redkins,Rīga,16,1946,Pensionārs/pensionāre,
3,Rīcības partija,Aleksandrs Saško,Latgale,10,1982,"SIA ""Guard Services""",apsargs
3,Rīcības partija,Raimonds Saukums,Zemgale,6,1958,"SIA ""COPs""",Apsargs
3,Rīcības partija,Aleksandrs Sergejevs,Kurzeme,10,1958,"SIA ""COPs""",Apsargs
3,Rīcības partija,Edgars Simsons,Zemgale,3,1971,"SIA ""Asumiņš""",Valdes loceklis
3,Rīcības partija,Irina Sirjatova,Zemgale,7,1961,"SIA ""COPs""",Apsardze
3,Rīcības partija,Miervaldis Stivriņš,Kurzeme,9,1959,"SIA ""COPs""",Apsargs
3,Rīcības partija,Artjoms Suvorovs,Rīga,7,1990,"SIA ""Alpha Security Lat""",Valdes loceklis
3,Rīcības partija,Irina Tihanova,Rīga,12,1962,SIA Ecogaze,projektu vadītāja
3,Rīcības partija,Aleksandrs Tkačovs,Rīga,3,1958,Pensionārs/pensionāre,
3,Rīcības partija,Ruslans Tumanovs,Vidzeme,17,1988,Latvijas dzelzceļš,Montētājs
3,Rīcības partija,Arturs Vabaļs,Latgale,13,1992,"SIA ""Guard Services""",Apsargs
3,Rīcības partija,Igors Vaļikovs,Kurzeme,4,1970,Pensionārs/pensionāre,
3,Rīcības partija,Anastasija Vasiļjeva,Vidzeme,14,1997,Euro Live Technologies,Tiešraide zāles operātors
3,Rīcības partija,Jurijs Vasiļjevs,Vidzeme,1,1974,"SIA ""Rīgas cīņu sporta skola""",Valdes loceklis
3,Rīcības partija,Viktors Vasiļjevs,Kurzeme,2,1939,Pensionārs/pensionāre,
3,Rīcības partija,Irina Vlasenko,Vidzeme,7,1971,"SIA ""INTRA GT""",projektētāja
3,Rīcības partija,Juris Vucāns,Rīga,19,1963,"Restorans 'Stargorod""",Dežurants
3,Rīcības partija,Normunds Zerafims,Rīga,15,1969,Latvijas Universitāte,Ugunsdrošibas speciālists
3,Rīcības partija,Jeļena Ziemele,Rīga,8,1970,"SIA ""Buhmaster""",Valdes locekle
3,Rīcības partija,Konstantīns Žiharevs,Rīga,9,1956,SIA Rituālo pakalpojumu kremācijas centrs RANTANS,valdes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Guntars Akmentiņš,Zemgale,7,1965,Ozolnieku novada dome,Domes priekšsēdētāja vietnieks
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Arnis,Rīga,37,1984,"SIA ""BCH LATVIA""",Pārdošanas daļas vadītājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ivars Atteka,Kurzeme,12,1961,"SIA ""Dr. Attekas privātprakse""",Jurists
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Raitis Ābelnieks,Zemgale,4,1963,Bauskas novada dome,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ringolds Balodis,Kurzeme,4,1966,Latvijas Republikas Saeima,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rolands Arturs Bebris,Rīga,29,1949,Pensionārs/pensionāre,
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Bertāne,Rīga,17,1987,Latvijas Republikas Saeima,Nacionālās apvienības „Visu Latvijai!” – „Tēvzemei un Brīvībai/LNNK” Saeimas frakcijas konsultante
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Megija Paula Bērziņa,Vidzeme,27,1996,Rīgas pilsētas Vidzemes priekšpilsētas tiesa,Tiesas sēžu sekretāre
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Māra Bērziņa,Rīga,34,1993,Vides aizsardzības un reģionālas attīstības ministrija,Vecākā eksperte
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dagnija Blumberga,Rīga,20,1945,Rīgas Tehniskā universitāte,Profesore un Vides aizsardzības un siltuma sistēmu institūta direktore
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Daina Bordovska,Latgale,10,1957,Viļānu bērnu un jauniešu invalīdu biedrība ''Saulstariņi'',Valdes priekšsēdētāja
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Raivis Bresis,Vidzeme,21,1985,Patērētāju tiesību aizsardzības centrs,Tehnisko preču uzraudzības daļas vecākais inspektors
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Uvis Briedis,Rīga,38,1972,"AS ""VIRŠI-A""",Datu aizsardzības speciālists
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Artūrs Butāns,Kurzeme,3,1992,"SIA ""Pepino""",Valdes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Oskars Cīrulis,Zemgale,13,1981,"Z/S ""Brūži""",Īpašnieks
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Derums,Rīga,30,1940,"Valsts SIA ""Latvijas Vides, ģeoloģijas un meteoroloģijas centrs""",Dozimetrists
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Dombrava,Vidzeme,3,1988,Latvijas Republikas Saeima,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Severīns Dūms,Rīga,22,1951,"VAS ""Elektroniskie sakari""",sistēmanalītiķis
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Raivis Dzintars,Vidzeme,1,1982,Latvijas Republikas Saeima,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Dzintars,Kurzeme,11,1971,Liepājas Valsts 1. ģimnāzija,latviešu valodas un literatūras skolotājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Eglīts,Vidzeme,6,1979,Vides aizsardzības un reģionālās attīstības ministrija,Parlamentārais sekretārs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Mārcis Elstiņš,Zemgale,16,1980,"SIA ""Elsons""",Valdes loceklis
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andrejs Faibuševičs,Latgale,8,1966,Premier Research Group Ltd,Klīnisko pētījumu uzsākšanas vadītājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Feldmanis,Rīga,16,1977,Valsts ieņēmumu dienesta Nodokļu un muitas policijas pārvalde,Vecākais izmeklētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Gaigalis,Zemgale,17,1973,Dobeles Jaunatnes iniciatīvu un veselības centrs,Saimniecības vadītājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilmārs Geiba,Rīga,32,1992,If P&C Insurance Ltd (Publ) Latvijas filiāle,Kvalitātes nodrošināšanas speciālists
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Grasbergs,Vidzeme,12,1986,"Z/S ""Zilūži""",Īpašnieks un vadītājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gunārs Grīnbergs,Vidzeme,20,1952,"SIA ""KMGV""",Valdes loceklis
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Anda Grīnfelde,Zemgale,8,1963,Latvijas Izglītības un zinātnes darbinieku arodbiedrība,eksperte sociāli ekonomiskajos jautājumos
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Guntis Grosbergs,Vidzeme,28,1969,Priekuļu novada pašvaldība,Autoceļu uzturēšanas organizators
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aldis Grunde,Rīga,14,1962,Stopiņu novada dome,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Iesalnieks,Rīga,7,1984,Tieslietu ministrija,Parlamentārais sekretārs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Māris Igavens,Latgale,4,1976,Rēzeknes Tehnoloģiju akadēmija,Projektu koordinators
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Indriksone,Kurzeme,1,1974,Talsu novada pašvaldība,Deputāte
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ritvars Jansons,Rīga,3,1968,Latvijas Republikas Saeima,"Deputāts, Pilsonības, migrācijas un sabiedrības saliedētības komisijas priekšsēdētājs"
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Jansons,Rīga,28,1979,Jurists,
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Bruno Javoišs,Vidzeme,11,1941,Pensionārs/pensionāre,
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Armands Jēkabsons,Kurzeme,14,1984,Grobiņas novada dome,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauris Jurgenbergs,Vidzeme,18,1988,"SIA ""COOPERATIVE""",Valdes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dace Kalniņa,Rīga,21,1986,Latvijas Republikas Saeima,Nacionālās apvienības „Visu Latvijai!” – „Tēvzemei un Brīvībai/LNNK” Saeimas frakcijas konsultante
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Kanča,Vidzeme,23,1968,Madonas novada pašvaldības Sociālais dienests,Sociālā darbiniece
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Māris Kanders,Rīga,35,1973,"SIA ""Sajos & Portress""",Valdes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aleksandrs Kiršteins,Rīga,4,1948,Latvijas Republikas Saeima,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jurģis Klotiņš,Rīga,8,1985,Rīgas dome,"Deputāts (Sociālo jautājumu komitejas, Satiksmes un transporta lietu komitejas un Rīgas domes Pieminekļu padomes loceklis)"
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rihards Kols,Rīga,2,1984,Latvijas Republikas Saeima,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jāzeps Korsaks,Latgale,6,1958,Daugavpils Reģionālā slimnīca,Ārsts narkologs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Kravalis,Vidzeme,13,1979,"SIA ""TelCom""",Valdes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kārlis Krēsliņš,Vidzeme,7,1945,Latvijas Republikas Saeima,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Atis Krūmiņš,Rīga,10,1961,Rīgas Valdorfskola,Skolotājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Krūmiņš,Zemgale,15,1982,Kokneses novada dome,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Janīna Kursīte-Pakule,Kurzeme,2,1952,Latvijas Republikas Saeima,Deputāte
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Margita Lagzdiņa,Rīga,36,1971,Rīgas pilsētas pašvaldība,"Pedagogs, karjeras konsultants"
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Uģis Lagzdiņš,Kurzeme,9,1965,"SIA ""LG Motors""",Jurists-konsultants
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Inese Laizāne,Latgale,2,1971,Latvijas Republikas Saeima,Deputāte
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Santa Laurinoviča,Kurzeme,8,1969,"Saldus novada pašvaldības aģentūra ""Saldus Tūrisma informācijas, kultūras un sporta centrs""",Deju kopas ''Bandava'' mākslinieciskā vadītāja
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīne Legzdiņa,Vidzeme,19,1979,"SIA ""PBS""",Valdes priekšsēdētāja
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Anda Leikuma,Latgale,12,1962,Latgales ciltslietu un mākslīgās apsēklošanas stacija,Dzīvnieku vērtēšanas eksperts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Pēteris Leiškalns,Vidzeme,9,1955,Latvijas darba devēju konfederācija,Sociālās drošības un veselības aprūpes eksperts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Līga Leitāne,Rīga,11,1975,Latvijas Universitāte,"Lektore, pētniece"
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Guntis Libeks,Zemgale,5,1958,Jaunjelgavas novada dome,Domes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Pēteris Līdacis,Rīga,33,1991,"SIA ""Grante Utensils""",Valdes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dainis Locis,Rīga,6,1964,Nacionālā apvienība „Visu Latvijai!” – „Tēvzemei un Brīvībai/LNNK”,Valdes loceklis
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Solveta Logina,Latgale,11,1977,Baltinavas vidusskola,Fizikas skolotāja
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Makkars,Kurzeme,10,1957,Latvijas Republikas Aizsardzības Ministrija,Militārpersonas izdienas pensija
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Mārtiņš Mediņš,Zemgale,11,1959,"ZS ""Silavēji""",vadītājs-īpašnieks
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dace Melbārde,Rīga,1,1971,Valsts kanceleja,Latvijas Republikas kultūras ministre
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aija Mežale,Latgale,7,1972,"SIA ""Ananass""",Grāmatvede
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Pēteris Miezītis,Rīga,31,1976,"SIA ""Safrāns""",Struktūrvienības vadītājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ināra Mūrniece,Vidzeme,2,1970,Latvijas Republikas Saeima,"12. Saeimas priekšsēdētāja, deputāte"
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Romāns Naudiņš,Vidzeme,5,1980,Latvijas Republikas Saeima,"Deputāts, Tautsaimniecības, agrārās, vides un reģionālās politikas komisijas priekšsēdētājs"
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Nebars,Vidzeme,10,1985,Iekšlietu ministrijas Nodrošinājumu valsts aģentūra,Izņemto lietu nodaļas vadītāja vietnieks
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Sigita Norvele,Vidzeme,22,1985,"SIA ''Royal Dandy""","Valdes locekle, friziere, bārddzine"
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aivars Okmanis,Zemgale,9,1959,Rundāles novada dome,Priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Arvīds Ozols,Vidzeme,17,1968,"SIA ""Aloja Agro""",Valdes loceklis
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Imants Parādnieks,Zemgale,2,1968,Latvijas Republikas Saeima,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Pastars,Zemgale,10,1963,Jaunsardzes un informācijas centrs,Jaunsargu instruktors
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Līga Pennere,Latgale,9,1971,"SIA '""LIARPS""",Valdes locekle
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Santa Pērkone,Latgale,14,1992,Rugāju novada dome,Kultūras pasākumu organizatore
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gundars Plešs,Vidzeme,14,1962,Limbažu novada dome,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Alita Plūksna,Vidzeme,25,1986,"SIA ""efn Nord""",Montētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Polis,Vidzeme,24,1954,"Z/S ""Tožiņi""",Vadītājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Puide,Rīga,15,1976,Mārupes novada dome,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Rasnačs,Rīga,5,1963,Valsts kanceleja,Tieslietu ministrs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Ratkevičs,Rīga,19,1983,Vides aizsardzības un reģionālās attīstības ministrija,Vecākais konsultants
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edvards Ratnieks,Rīga,13,1988,Rīgas dome,Nacionālās apvienības „Visu Latvijai!” – „Tēvzemei un Brīvībai/LNNK” deputātu frakcijas referents
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Arvīds Ratnieks,Latgale,16,1955,AAS Baltijas Apdrošināšanas nams,Apdrošinātājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Inguna Rībena,Zemgale,3,1956,Latvijas Republikas Saeima,Deputāte
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gunārs Rusiņš,Vidzeme,8,1960,Aizsardzības ministrija,Militārā izdienas pensija (rezerves majors)
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Saliņš,Vidzeme,15,1971,"SIA ""Latvijas Mobilais Telefons""",Darba aizsardzības inženieris
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gundars Sebris,Kurzeme,6,1967,Talsu Valsts ģimnāzija,Direktors
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīne Skrīvere,Vidzeme,26,1989,Pašvaldības aģentūra „Cēsu Kultūras un Tūrisma centrs”,Cēsu Vēstures un mākslas muzeja vadītāja
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Arnis Slobožaņins,Latgale,3,1984,Ilūkstes bērnu un jauniešu centrs,Pedagogs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Zigurds Strīķis,Rīga,25,1959,"SIA ""Maestro+""",Valdes loceklis
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kaspars Ševčuks,Zemgale,12,1986,Kandavas Lauksaimniecības tehnikums,"Pasniedzējs, darba aizsardzības speciālists"
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edvīns Šnore,Zemgale,1,1974,Latvijas Republikas Saeima,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Egīls Šņore,Kurzeme,15,1954,Pensionārs/pensionāre,
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Irēna Šusta,Kurzeme,13,1967,"SIA ""Purva Dzērvenīte""",Valdes locekle
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Diāna Švānberga,Kurzeme,7,1971,Valsts darba inspekcija,Juridiskās nodaļas vadītāja
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Vilnis Švāns,Zemgale,14,1970,"SIA ""Tulpe VN""",Valdes loceklis
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edmunds Teirumnieks,Latgale,1,1977,Rēzeknes Tehnoloģiju akadēmija,Rektors
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Linards Tiļugs,Kurzeme,5,1961,Lažas speciālā internātpamatskola,Direktors
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kaspars Timma,Rīga,27,1976,"SIA ""Gimnasium""",Valdes loceklis
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Tomels,Rīga,26,1969,Latvijas Republikas Saeima,Saeimas priekšsēdētājas Ināras Mūrnieces padomnieks sabiedrisko attiecību jautājumos
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Druvis Tomsons,Vidzeme,16,1969,"SIA ""R un R plus""",Valdes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Elīna Treija,Rīga,9,1977,Vides aizsardzības un reģionālās attīstības ministrija,Projekta koordinatore
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aldis Tripans,Latgale,13,1982,"SIA ""Api Agro""",Komercdarbības specialists
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andrejs Vanags,Latgale,15,1986,"SIA ""Preiļu Siltums""",koģenerācijas stacijas vadītājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gundars Važa,Zemgale,6,1966,Engures novada dome,Domes priekšsēdētājs
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ginta Vilcāne,Rīga,12,1986,Nacionālā apvienība „Visu Latvijai!” – „Tēvzemei un Brīvībai/LNNK”,Jaunatnes organizācijas vadītāja
