Saraksts,Partija,Vards,Apgabals,Numurs,Gads,DarbaVieta,Amats
8,No sirds Latvijai,Juris Jaunzems,Kurzeme,1,1963,"SIA ""Dzeldas HES""",Valdes priekšsēdētājs
8,No sirds Latvijai,Irina Jegorova,Latgale,15,1962,Daugavpils pilsētas pašvaldības iestāde “Krievu kultūras centrs”,Lietvedības sekretāre
8,No sirds Latvijai,Jolanta Jonikāne,Latgale,5,1990,Pašnodarbinātais. Dizainers,
8,No sirds Latvijai,Andrejs Jonkins,Rīga,7,1980,"SIA ""Redmond Baltic""",Tirgvedības un tirdzniecības speciālists
8,No sirds Latvijai,Eduards Jurčenko,Rīga,34,1990,"SIA ""Corvus Company""",Valdes priekšsēdētājs
8,No sirds Latvijai,Māris Jurjāns,Rīga,2,1962,"SIA ""Vipdom""",Nekustamā īpašuma speciālists
8,No sirds Latvijai,Inguna Kalniņa,Rīga,5,1960,Rīgas Imantas vidusskola,Direktora vietniece administratīvi saimnieciskajā darbā
8,No sirds Latvijai,Jurijs Kalniņš,Rīga,14,1960,"SIA ""Falcon Logistic""",Autovadītājs
8,No sirds Latvijai,Nita Kaļva,Rīga,24,1983,SIA „Allnex Latvia”,Klientu apkalpošanas speciālists
8,No sirds Latvijai,Ivars Kekers,Latgale,16,1983,Pašnodarbināts,
8,No sirds Latvijai,Ļubova Kerevica,Rīga,31,1988,"SIA ""Corvus Company""",Projektu vadītājs
8,No sirds Latvijai,Andrejs Kitovs,Latgale,14,1979,"SIA ""Print & Serviss""",Pārdošanas vadītājs
8,No sirds Latvijai,Jurijs Kopasovs,Latgale,10,1947,"Biedrība ""Latgales un tūrisma centrs""",Valdes loceklis
8,No sirds Latvijai,Tālis Korlašs,Latgale,2,1978,"SIA "" Tako SD""",Valdes priekšsēdētājs
8,No sirds Latvijai,Inga Māra Kraukle,Rīga,15,1961,Rīgas 5. internātpamatskola-attīstības centrs,Skolotāja
8,No sirds Latvijai,Inese Lagzdiņa,Rīga,20,1976,"AS ""Latvijas finieris""",Operators
8,No sirds Latvijai,Kristaps Lagzdiņš,Rīga,19,1984,"AS ""Latvijas finieris""",Operators
8,No sirds Latvijai,Haralds Lučkovskis,Zemgale,5,1974,Neatliekamās medicīniskās palīdzības dienests,Galvenais speciālists - eksperts
8,No sirds Latvijai,Linda Lūse,Vidzeme,17,1984,SIA “iT on”,Projektu vadītāja biznesa attīstības jautājumos
8,No sirds Latvijai,Ēriks Lūsis,Vidzeme,2,1978,"SIA ""IT ON""",Valdes loceklis
8,No sirds Latvijai,Sandra Ļahova,Latgale,8,1965,"AS ""Tallink Latvija""",Restorāna departaments
8,No sirds Latvijai,Romualds Maculevičs,Latgale,9,1952,Pensionārs/pensionāre,
8,No sirds Latvijai,Edgars Mednis,Vidzeme,5,1962,ZS “Upmaļi”,Īpašnieks
8,No sirds Latvijai,Gints Meļķerts,Zemgale,6,1970,"SIA ""ELVIS GM""",Valdes loceklis
8,No sirds Latvijai,Mareks Mežiņš,Kurzeme,9,1971,SIA „A M Una”,Valdes loceklis
8,No sirds Latvijai,Sarmīte Miļūna,Zemgale,14,1959,Latvijas Neredzīgo biedrība,Galvenais grāmatvedis
8,No sirds Latvijai,Uldis Mortuzāns,Latgale,12,1985,Ciblas novada pašvaldība,Vecākais datortīklu administrators
8,No sirds Latvijai,Ilze Mukāne,Vidzeme,11,1966,SIA „Taksisos”,Galvenā grāmatvede
8,No sirds Latvijai,Dainis Narnickis,Latgale,6,1984,"IK ""Danox""","Īpašnieks, direktors"
8,No sirds Latvijai,Žanis Nikolaičenko,Latgale,4,1969,SIA “Pakmarkas”,Struktūrvienības vadītājs
8,No sirds Latvijai,Raivis Nikolajevs,Latgale,3,1987,"SIA ""Buru Guru""",Asistents
8,No sirds Latvijai,Viktors Nīcgals,Rīga,17,1982,SIA “IT On”,IT speciālists
8,No sirds Latvijai,Linda Ostrovska,Zemgale,10,1970,Radošo ideju centrs “Spāre”,Valdes priekšsēdētāja
8,No sirds Latvijai,Rūta Ozoliņa,Rīga,27,1992,Politiskā darbība,
8,No sirds Latvijai,Andis Ozoliņš,Zemgale,9,1948,SIA “Clean-R”,Telpu uzkopšanas darbinieks
8,No sirds Latvijai,Lauma Pētersone,Rīga,11,1990,"SIA "" Groglass""",Klientu un pārdošanas konsultants
8,No sirds Latvijai,Juris Piebalgs,Zemgale,4,1984,SIA “Jūrmalas siltums”,Kauguru gāzes un biomasas katlu māju galvenais inženieris
8,No sirds Latvijai,Eduards Piņkovskis,Rīga,30,1971,"SIA ""Aleks-P""",Autovadītājs
8,No sirds Latvijai,Zane Plotko,Zemgale,12,1988,"SIA ""Tukuma slimnīca""",Podologs
8,No sirds Latvijai,Edgars Praličs,Vidzeme,8,1990,SIA „Sliko”,Direktors
8,No sirds Latvijai,Ziedonis Priedols,Zemgale,16,1966,Pensionārs/pensionāre,
8,No sirds Latvijai,Ainārs Pudulis,Latgale,17,1970,"Biedrība "" Latgolai i Latvijai""",Valdes loceklis
8,No sirds Latvijai,Iveta Purne,Rīga,3,1963,Biedrības „Dzintarkrasta serviss” sociālās aprūpes centrs „Liepa”,Sociālais darbinieks
8,No sirds Latvijai,Rihards Pušmucāns,Vidzeme,22,1984,Pašnodarbinātais. Juridiskās konsultācijas,
8,No sirds Latvijai,Jānis Riekstiņš,Kurzeme,14,1974,Celtniecība,
8,No sirds Latvijai,Vladimirs Rudzītis,Kurzeme,2,1964,Aizputes novada pašvaldības policija,Inspektors
8,No sirds Latvijai,Renāte Salmane,Rīga,9,1978,Centrālā Finanšu un līgumu aģentūra,Eksperte
8,No sirds Latvijai,Andrejs Salmins,Kurzeme,10,1976,Skrundas novada dome,Deputāts
8,No sirds Latvijai,Maija Salmiņa,Zemgale,8,1977,"A/S “SentorFarm aptiekas” , Mēness aptieka Tukumā","Aptiekas vadītāja, farmaceits"
8,No sirds Latvijai,Vladimirs Samohins,Vidzeme,3,1959,Ķeguma komercnovirziena vidusskola,Direktors
8,No sirds Latvijai,Laurencija Sazone,Rīga,21,1971,"SIA ""Agga Brokeris""",Apdrošināšanas brokeris
8,No sirds Latvijai,Romans Sereda,Vidzeme,10,1990,"SIA ""Viasms""",Programmētājs
8,No sirds Latvijai,Vita Sila,Rīga,13,1973,"""Ironing service""",Īpašniece
8,No sirds Latvijai,Sanda Skorrano,Zemgale,2,1988,SIA “Future Development”,Valdes loceklis
8,No sirds Latvijai,Alvils Skrastiņš,Rīga,10,1962,"SIA ""SongWash""",Īpašnieks
8,No sirds Latvijai,Oļegs Skripačonoks,Rīga,32,1983,"SIA ""Vrika""",Īpašnieks
8,No sirds Latvijai,Uldis Sokolovs,Zemgale,3,1974,Jelgavas Tehnikums,Direktora vietnieks
8,No sirds Latvijai,Inguna Sudraba,Rīga,1,1964,Latvijas Republikas Saeima,Deputāte
8,No sirds Latvijai,Ilmārs Suhockis,Latgale,11,1967,Jaunsardzes un informācijas centrs,Instruktors
8,No sirds Latvijai,Indulis Šlanka,Kurzeme,4,1963,Z/S “Kalniņkalni”,Lauksaimniecības strādnieks
8,No sirds Latvijai,Andris Ansis Špats,Vidzeme,15,1943,Pētnieciskā jaunsaimniecība “Gundegas” ( ZS “Gundegas”),"Īpašnieks, pētījumu vad."
8,No sirds Latvijai,Sandra Šteinberga,Rīga,22,1960,SIA “El Nido”,Menedžere
8,No sirds Latvijai,Elvijs Treifelds,Kurzeme,11,1994,"SIA "" Tfelds Consulting""",Vlades priekšsēdētājs
8,No sirds Latvijai,Liāna Ulmane,Rīga,6,1976,AS “Rīgas Siltums”,Līgumu daļas klientu konsultante
8,No sirds Latvijai,Ģirts Ulmanis,Rīga,16,1971,SIA “Rīgas Ūdens”,šoferis
8,No sirds Latvijai,Inta Valeiņa,Zemgale,7,1963,"SIA "" Milinta""",Valdes priekšsēdētāja
8,No sirds Latvijai,Jānis Valtervitenheims,Latgale,1,1960,"Biedrība ""Latviešu katoļu studentu un akadēmiķu apvienība "" Dzintars""""",Prezidents
8,No sirds Latvijai,Ivars Veliks,Latgale,7,1953,"ZS ""Bezdelīgas""",Īpašnieks
8,No sirds Latvijai,Daina Verveiko,Rīga,8,1958,SIA “Compensa services “,Reģionālā centra vadītāja
8,No sirds Latvijai,Aldis Vidužs,Zemgale,11,1963,Pašnodarbināts,
8,No sirds Latvijai,Andris Vidužs,Rīga,18,1989,Rīgas Tehniskā Universitāte,Datortehnikas inženieris
8,No sirds Latvijai,Edgars Vieglais,Rīga,23,1975,"SIA ""Strēlnieku 8""",Būvprojektu vadītājs
8,No sirds Latvijai,Edīte Vilciņa,Vidzeme,14,1957,"SIA ""Audita asistents""",Grāmatvede
8,No sirds Latvijai,Aija Vojecka,Rīga,33,1964,"SIA ""Corvus Company""",Grāmatvede
8,No sirds Latvijai,Vladimirs Vorohobovs,Rīga,25,1959,Bezdarbnieks/bezdarbniece,
8,No sirds Latvijai,Uldis Zariņš,Kurzeme,13,1975,"SIA ""Skrundas komunālā saimniecība""",Nekustamo īpašumu pārvaldnieks
8,No sirds Latvijai,Jānis Zumbergs,Vidzeme,9,1983,Priekuļu agroresursu un ekonomikas institūts,Kaltēšanas iekārtu speciālists
9,"""Saskaņa"" sociāldemokrātiskā partija",Valērijs Agešins,Kurzeme,2,1972,Liepājas dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Normunds Aizpurs,Vidzeme,15,1966,Valsts ieņēmumu dienesta Muitas pārvalde,Vecākais muitas uzraugs
9,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Apalenis,Rīga,30,1984,"SIA "" Larota""",Valdes loceklis
9,"""Saskaņa"" sociāldemokrātiskā partija",Andris Arcimovičs,Zemgale,8,1963,Bauskas novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Ādamsons,Vidzeme,4,1956,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Inese Baikovska,Vidzeme,11,1965,Individuāli praktizējoša zvērināta advokāte,Zvērināta advokāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Olga Belova,Latgale,11,1967,Latvijas Republikas Saeima,12. Saeimas deputāta palīdze
9,"""Saskaņa"" sociāldemokrātiskā partija",Veronika Beluza,Rīga,32,1992,Rīgas Sociālais dienests,Galvenā speciāliste lietvedības jomā
9,"""Saskaņa"" sociāldemokrātiskā partija",Alla Beļinska,Zemgale,6,1972,Latvijas Cistiskās fibrozes biedrība,Valdes priekšsēdētāja
9,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Bondarevs,Latgale,13,1977,Līvānu novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Maksims Borisevičs,Vidzeme,17,1982,"SIA ""FW Boards""",Iepirkšanas-realizācijas menedžeris
9,"""Saskaņa"" sociāldemokrātiskā partija",Irina Caune,Rīga,29,1961,"RDIKSD Rīgas pirmsskolas izglītības iestāde ""Mežrozīte""",Iestādes vadītāja
9,"""Saskaņa"" sociāldemokrātiskā partija",Boriss Cilevičs,Rīga,9,1956,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandra Cimbale,Rīga,31,1986,"SIA ""Rīgas namu pārvaldnieks"" Administratīvās pārvaldes Personāla vadības nodaļa",Mācību daļas vadītāja
9,"""Saskaņa"" sociāldemokrātiskā partija",Sanita Collenkopfa,Zemgale,13,1978,"Kandavas Lauksaimniecības tehnikums, Saulaines teritoriālā struktūrvienība","Direktora vietniece audzināšanas darbā, skolotāja"
9,"""Saskaņa"" sociāldemokrātiskā partija",Darja Cvetkova,Vidzeme,28,1985,Babītes novada dome,Deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Konstantīns Čekušins,Rīga,21,1980,"SIA ""Latvijas Mobilais Telefons""",Vecākais informācijas sistēmu inženieris
9,"""Saskaņa"" sociāldemokrātiskā partija",Vladimirs Čuprovs,Latgale,12,1972,Daugavpils Vecpilsētas vecticībnieku draudze,Draudzes priekšsēdētājs
9,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dolgopolovs,Vidzeme,3,1941,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Irina Dolgova,Zemgale,14,1981,Jelgavas novada dome,Deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Vjačeslavs Dombrovskis,Rīga,1,1977,Pašnodarbināts,
9,"""Saskaņa"" sociāldemokrātiskā partija",Margarita Dragiļe,Rīga,20,1985,"Interešu izglītības centrs ""INDIVIDS""",Interešu izglītības programmas pedagogs
9,"""Saskaņa"" sociāldemokrātiskā partija",Ludmila Fedorkova,Vidzeme,6,1968,Salaspils novada dome,Deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galajevs,Vidzeme,12,1989,Stopiņu novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galaveckis,Kurzeme,8,1978,"""Saskaņa"" sociāldemokrātiskā partija","Domes loceklis, Ventspils novada nodaļas valdes priekšsēdētājs"
9,"""Saskaņa"" sociāldemokrātiskā partija",Jaroslavs Gaveiko,Zemgale,10,1990,"Akciju sabiedrība ""Immer Digital""",Pārdošanas menedžeris
9,"""Saskaņa"" sociāldemokrātiskā partija",Helēna Geriloviča,Kurzeme,5,1956,Liepājas dome,Deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Viktors Gluhovs,Rīga,19,1965,"Londonas Deivisa, Leinga un Dika koledža",Matemātikas skolotājs
9,"""Saskaņa"" sociāldemokrātiskā partija",Inga Goldberga,Latgale,2,1966,Daugavpils pilsētas dome,Izpilddirektore
9,"""Saskaņa"" sociāldemokrātiskā partija",Pāvels Goroškovs,Kurzeme,11,1982,"SIA ""Riettransserviss""",Pārdevējs
9,"""Saskaņa"" sociāldemokrātiskā partija",Guntars Grīnvalds,Vidzeme,2,1973,"Biedrība ""Nekustamo īpašumu projektu attīstītāju asociācija""",Valdes priekšsēdētājs
9,"""Saskaņa"" sociāldemokrātiskā partija",Vladislavs Haļuks,Vidzeme,24,1989,"Valsts akciju sabiedrība ""Latvenergo""",Dispečers
9,"""Saskaņa"" sociāldemokrātiskā partija",Nataļja Hohlova,Zemgale,9,1979,"SIA ""LDM Holding""",Projektu vadītāja
9,"""Saskaņa"" sociāldemokrātiskā partija",Asifs Ibragimovs,Rīga,37,1989,"SIA ""GVATAR""",Pārdevējs
9,"""Saskaņa"" sociāldemokrātiskā partija",Poļina Ivļeva,Vidzeme,20,1989,Salaspils novada dome,Deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Jakimovs,Latgale,8,1961,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Viktors Jakovļevs,Vidzeme,7,1963,Stopiņu novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Indulis Jankovskis,Kurzeme,7,1968,Baltijas Starptautiskā akadēmija,Vieslektors
9,"""Saskaņa"" sociāldemokrātiskā partija",Viktors Jasiņavičs,Latgale,17,1957,Ilūkstes novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Guntars Jirgensons,Rīga,23,1962,Rīgas 28. vidusskola,Direktors
9,"""Saskaņa"" sociāldemokrātiskā partija",Einārs Jurkevičs,Latgale,14,1988,"SIA ""Transcom Worldwide Latvia""",Poļu grupas vadītājs
9,"""Saskaņa"" sociāldemokrātiskā partija",Nikolajs Kabanovs,Rīga,25,1970,"SIA ""Media Nams Vesti""",Publicists
9,"""Saskaņa"" sociāldemokrātiskā partija",Raimonds Kalvišs,Latgale,15,1980,Krāslavas novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Gints Kapenieks,Kurzeme,15,1962,"Privātprakse, Graudu iela 50, Liepāja",Krīzes psihologs
9,"""Saskaņa"" sociāldemokrātiskā partija",Modris Karpovs,Latgale,16,1971,Kārsavas novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Klementjevs,Rīga,3,1973,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Ivans Klementjevs,Rīga,15,1960,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Kozlovs,Rīga,12,1992,"SIA "" Informa""",Valdes loceklis
9,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Krišāns,Latgale,1,1960,"SIA ""Rēzeknes slimnīca""",Valdes loceklis
9,"""Saskaņa"" sociāldemokrātiskā partija",Edgars Kucins,Latgale,10,1973,Daugavpils novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Jeļena Lazareva,Latgale,9,1972,Latvijas Republikas Saeima,12. Saeimas deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Dmitrijs Lācis,Vidzeme,16,1973,"SIA ""Kopmans &Co""",Valdes priekšsēdētājs
9,"""Saskaņa"" sociāldemokrātiskā partija",Jūlija Leite,Vidzeme,25,1983,"Ieslodzījuma vietu pārvalde, Valmieras cietums",Zobārste
9,"""Saskaņa"" sociāldemokrātiskā partija",Artūrs Leitlands,Vidzeme,23,1991,Students/studente,
9,"""Saskaņa"" sociāldemokrātiskā partija",Uldis Līkops,Rīga,13,1953,"Biedrība ""Latvijas Sarkanais Krusts""",Ģenerālsekretārs
9,"""Saskaņa"" sociāldemokrātiskā partija",Regīna Ločmele-Luņova,Rīga,4,1966,Rīgas dome,Deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Igors Majorovs,Rīga,35,1990,"SIA "" CERTEX Latvija""",Tirdzniecības pārstāvis
9,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Marudins,Zemgale,7,1971,"SIA ""MCB Būve""",Valdes loceklis
9,"""Saskaņa"" sociāldemokrātiskā partija",Anrijs Matīss,Kurzeme,1,1973,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Aleksejs Medvedevs,Kurzeme,10,1983,Ventspils pilsētas dome,Administratīvās komsijas loceklis
9,"""Saskaņa"" sociāldemokrātiskā partija",Aivars Meija,Zemgale,5,1955,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Romāns Mežeckis,Rīga,6,1964,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Romans Miloslavskis,Kurzeme,14,1983,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Vladislavs Minginovičs,Vidzeme,18,1984,"Džudo klubs ""Lido""",Treneris
9,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Mirskis,Rīga,11,1952,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Morozova,Rīga,28,1985,"SIA ""Rīgas namu pārvaldnieks""""",Iecirkņa vadītāja
9,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Morozovs,Vidzeme,13,1988,Jūrmalas pilsētas domes Pilsētplānošanas nodaļa,Konsultants
9,"""Saskaņa"" sociāldemokrātiskā partija",Andris Morozovs,Rīga,38,1982,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Igors Muravjovs,Rīga,34,1996,Students/studente,
9,"""Saskaņa"" sociāldemokrātiskā partija",Vladimirs Nikonovs,Latgale,6,1955,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Nataļja Nikuļina,Rīga,36,1988,"Biedrība ""STREETBASKET""","Projekta ""Sporto Rīga"" vadītāja"
9,"""Saskaņa"" sociāldemokrātiskā partija",Oļegs Novodvorskis,Vidzeme,19,1971,Olaines novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Vitālijs Orlovs,Zemgale,2,1964,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Evija Papule,Vidzeme,1,1964,Rīgas dome,Priekšsēdētāja padomniece izglītības reformas jautājumos
9,"""Saskaņa"" sociāldemokrātiskā partija",Viktors Paškovs,Rīga,24,1956,Rīgas dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Pašukovs,Zemgale,11,1961,Iecavas novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Pavlovskis,Vidzeme,10,1945,"SIA ""Rīgas namu pārvaldnieks""","Iecirkņa ""Jugla"" vadītājs"
9,"""Saskaņa"" sociāldemokrātiskā partija",Igors Pimenovs,Rīga,17,1953,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Potapkins,Rīga,5,1977,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Ivans Ribakovs,Latgale,4,1960,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Ludmila Rjazanova,Kurzeme,4,1965,Liepājas dome,Deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Raimonds Rubiks,Latgale,7,1963,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Artūrs Rubiks,Rīga,16,1970,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Raimonds Rublovskis,Rīga,14,1967,Rīgas Pašvaldības policija,Galvenais speciālists stratēģiskās plānošanas jautājumos
9,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Sakovskis,Vidzeme,5,1965,"Akciju sabiedrība ""Rīgas namu apsaimiekotājs""",Attīstības direktors
9,"""Saskaņa"" sociāldemokrātiskā partija",Gabriella Sandlere,Rīga,33,1996,"Valsts ieņēmumu dienests, Juridiskās un pirmstiesas strīdu izskatīšanas pārvaldes Tiesvedības daļas Otrā nodaļa",Galvenā juriste
9,"""Saskaņa"" sociāldemokrātiskā partija",Pāvels Sereda,Kurzeme,3,1988,Liepājas dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Iveta Sers,Rīga,7,1966,Rīgas dome,Domes priekšsēdētāja padomniece
9,"""Saskaņa"" sociāldemokrātiskā partija",Gaļina Skorobogatova,Kurzeme,6,1966,Liepājas A.Puškina 2. vidusskola,Skolotāja
9,"""Saskaņa"" sociāldemokrātiskā partija",Nikolajs Sokols,Zemgale,4,1985,Aizkraukles novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Jūlija Stepaņenko,Rīga,10,1977,Latvijas Republikas Saeima,12. Saeimas deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Stoļarovs,Zemgale,12,1973,Jelgavas pilsētas dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Gatis Strazdiņš,Vidzeme,27,1976,pašnodarbināta persona,
9,"""Saskaņa"" sociāldemokrātiskā partija",Zintis Šaicāns,Vidzeme,22,1990,Ķekavas novada dome,Deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Ļubova Švecova,Rīga,8,1970,"SIA ""Laforte""",Valdes locekle
9,"""Saskaņa"" sociāldemokrātiskā partija",Jeļena Toca,Vidzeme,8,1959,Garkalnes novada dome,Izpilddirektore
9,"""Saskaņa"" sociāldemokrātiskā partija",Zenta Tretjaka,Zemgale,3,1960,Latvijas Republikas Saeima,12. Saeimas deputāte
9,"""Saskaņa"" sociāldemokrātiskā partija",Vitalijs Trusevičs,Kurzeme,9,1970,"SIA ""Bochkor""",Valdes loceklis
9,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Tutins,Latgale,5,1966,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Urbanovičs,Rīga,2,1959,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Normunds Vagalis,Vidzeme,14,1963,Rīgas domes Mājokļu un vides departamenta Apsaimniekošanas nodaļa,Pārvaldīšanas uzraudzības nodaļas galvenais speciālists - eksperts
9,"""Saskaņa"" sociāldemokrātiskā partija",Irina Vasermane,Kurzeme,13,1970,"SIA ""Liepājas Būve""",Valdes locekle
9,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Vasiļjevs,Vidzeme,21,1975,Pašnodarbinātā persona,
9,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Vasiļjevs,Rīga,27,1957,Latvijas Republikas Saeima,12. Saeimas deputāta palīgs
9,"""Saskaņa"" sociāldemokrātiskā partija",Oļegs Veresovs,Vidzeme,26,1982,Bezdarbnieks/bezdarbniece,
9,"""Saskaņa"" sociāldemokrātiskā partija",Valerijs Vilčinskis,Vidzeme,9,1947,Pensionārs/pensionāre,
9,"""Saskaņa"" sociāldemokrātiskā partija",Nikolajs Zaharovs,Rīga,26,1946,"Sabiedrība ar ierobežotu atbildību ""LEGON""",Valdes loceklis
9,"""Saskaņa"" sociāldemokrātiskā partija",Ivars Zariņš,Zemgale,1,1969,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Ivars Zālītis,Latgale,3,1965,Daugavpils Universitātes doktorants,
9,"""Saskaņa"" sociāldemokrātiskā partija",Evija Zemele,Kurzeme,12,1972,"Īpašnieku biedrība ""Jūraskrasts 1""",Valdes priekšsēdētāja
9,"""Saskaņa"" sociāldemokrātiskā partija",Mihails Zemļinskis,Rīga,18,1969,Latvijas Republikas Saeima,12. Saeimas deputāts
9,"""Saskaņa"" sociāldemokrātiskā partija",Igors Zujevs,Rīga,22,1963,Latvijas Republikas Saeima,12. Saeimas deputāts
10,Attīstībai/Par!,Aija Ingrīda Abene,Rīga,22,1957,Latvijas Okupācijas muzejs,"Izstādes ""Izstaigā Stūra māju"" vadītāja"
10,Attīstībai/Par!,Māris Aizsils,Vidzeme,24,1975,"SIA ""R. Evolution 21""",Projektu vadītājs
10,Attīstībai/Par!,Sergejs Akuličs,Rīga,12,1985,"Partija ""Latvijas attīstībai""",Valdes loceklis
10,Attīstībai/Par!,Ansis Ansbergs,Latgale,10,1993,Rīgas dome,Deputāts
10,Attīstībai/Par!,Lilija Apine,Zemgale,9,1988,CEE Bankwatch Network,Projektu koordinators
10,Attīstībai/Par!,Andris Bačkurs,Kurzeme,5,1987,"SIA ""ANBA""",Valdes loceklis
10,Attīstībai/Par!,Anda Baidekalna,Kurzeme,15,1985,"SIA ""AB 19""",Valdes locekle
10,Attīstībai/Par!,Krista Baumane,Rīga,5,1973,"SIA ""Frozen Grapes""",Valdes locekle
10,Attīstībai/Par!,Kaspars Bernāns,Zemgale,14,1986,"SIA ""HAVAS LATVIA""",Pasažieru apkalpošanas departamenta vadītājs
10,Attīstībai/Par!,Gundars Bēms,Zemgale,17,1984,"SIA ""TAMREX Latvia""",Tirdzniecības speciālists
10,Attīstībai/Par!,Ilze Bērziņa-Ruķere,Vidzeme,17,1973,Iekšlietu ministrijas Valsts policija,Eiropas komisijas IDF projekta vadītāja
10,Attīstībai/Par!,Tālis Biezais,Latgale,12,1972,VID Muitas pārvalde,Vecākais muitas eksperts
10,Attīstībai/Par!,Fredis Bikovs,Rīga,25,1988,"SIA ""EVRY Latvia""",Direktors
10,Attīstībai/Par!,Aigars Bikše,Zemgale,2,1969,Latvijas Mākslas akadēmija,Profesors
10,Attīstībai/Par!,Dace Bluķe,Kurzeme,2,1973,"Biedrība ""Latvijas Radošo savienību padome""",Valdes priekšsēdētāja
