Apgabals,Struktūrvienība,Party,Name,Gender,Number,Pluses,Minuses
Kurzeme,Liepāja,1. Jaunā VIENOTĪBA,Edgars Lūks,Male,12,89,190
Kurzeme,Liepāja,1. Jaunā VIENOTĪBA,Intars Zēns,Male,13,155,183
Kurzeme,Liepāja,1. Jaunā VIENOTĪBA,Māris Rozenbergs,Male,14,100,170
Kurzeme,Liepāja,1. Jaunā VIENOTĪBA,Nellija Kleinberga,Female,15,142,193
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Jeļena Osipova,Female,1,592,13
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Igors Glazunovs,Male,2,197,23
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Aleksandrs Bērziņš,Male,3,181,21
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Tamāra Šustova,Female,4,157,21
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Romans Rodionovs,Male,5,169,24
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Valentīna Babaka,Female,6,161,27
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Andrejs Ostapenko,Male,7,175,22
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Vinsenta Daņiļceva,Female,8,147,23
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Oļegs Ivanovs,Male,9,165,22
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Sergejs Muļivanovs,Male,10,154,24
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Vladislavs Aleksandrovs,Male,11,149,26
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Uldis Augulis,Male,1,610,85
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Jānis Vucāns,Male,2,296,61
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Gundars Daudze,Male,3,333,74
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Reinis Doniņš,Male,4,262,64
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Agija Kaunese,Female,5,281,72
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Rūdolfs Punkstiņš,Male,6,226,66
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Ģirts Štekerhofs,Male,7,248,63
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Juris Goldmanis,Male,8,303,50
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Andris Valerts,Male,9,261,55
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Aija Staškova-Ciemīte,Female,10,245,58
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Ilze Buņķe,Female,11,254,70
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Dainis Kūla,Male,12,258,64
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Arvis Kalniņš,Male,13,243,61
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Kristīne Vāgnere-Davidova,Female,14,262,63
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Uldis Boitmanis,Male,15,251,70
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Normunds Zernis,Male,1,47,19
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Malda Šteinberga,Female,2,31,13
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Ilze Kronberga,Female,3,54,6
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Dāvids Zālītis,Male,4,50,9
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Anna Rungule,Female,5,25,12
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Lelde Povšaka,Female,6,24,18
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Ilona Ozola,Female,7,24,15
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Uģis Gertners,Male,8,34,9
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Inga Gluzda,Female,1,169,24
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Dāvids Kļaviņš,Male,2,120,25
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Oskars Gertners,Male,3,121,27
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Jūlija Rjazanova,Female,4,270,19
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Jānis Blaus,Male,5,98,24
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Egija Romanovska,Female,6,110,23
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Sandra Briķe,Female,7,128,19
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Juris Brigmanis-Briģis,Male,8,97,25
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Sergejs Borisjuks,Male,9,118,29
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Gita Priede,Female,10,95,27
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Vilnis Kurpe,Male,11,90,30
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Aivars Ošenieks,Male,1,6,1
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Elita Višņevska,Female,2,5,0
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Laima Ošeniece,Female,3,7,1
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Romans Moisejevs,Male,4,6,1
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Andis Mārtiņš Ošenieks,Male,5,6,0
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Valērijs Agešins,Male,1,800,35
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Helēna Geriloviča,Female,2,301,53
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Pāvels Sereda,Male,3,289,46
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gaļina Skorobogatova,Female,4,210,47
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Pāvels Goroškovs,Male,5,146,46
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīna Jablonska,Female,6,115,43
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dikterjovs,Male,7,125,57
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Indulis Jankovskis,Male,8,125,53
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Vitalijs Trusevičs,Male,9,87,53
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galaveckis,Male,10,109,51
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Žeigure,Female,11,100,51
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Artūrs Stepčenko,Male,12,90,55
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīne Kleinšmite,Female,13,98,54
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gražina Tētiņa,Female,14,79,55
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Anna Vaisjūna,Female,15,113,54
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Sanita Petere,Female,1,402,11
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Vjačeslavs Ciganovs,Male,2,497,10
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Jānis Gaisiņš,Male,3,295,20
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Svetlana Jakovicka,Female,4,358,14
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Katerina Guzejeva,Female,5,371,17
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Vladislavs Valentins,Male,1,83,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Astra Andersone,Female,2,30,2
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Emīlija Seklīte,Female,3,27,2
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Eduards Rēdlihs,Male,4,31,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Kaspars Feldmanis,Male,5,27,0
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Jānis Mežciems,Male,6,28,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Dainis Grosbahs,Male,7,23,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Aija Šmite,Female,8,30,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Anita Purgale,Female,9,22,2
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Edgars Spridzāns,Male,10,24,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Toms Gailišs,Male,11,22,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Austris Kukulis,Male,12,23,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Stevens Muižnieks,Male,13,23,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Neviens Neviens,Male,14,0,0
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Rainelda Greize,Female,15,24,1
Kurzeme,Liepāja,"10. Partija ""Vienoti Latvijai""",Madara Gobziņa,Female,1,10,0
Kurzeme,Liepāja,"10. Partija ""Vienoti Latvijai""",Iveta Kleinberga-Rupaine,Female,2,5,0
Kurzeme,Liepāja,"10. Partija ""Vienoti Latvijai""",Edgars Auziņš,Male,3,8,0
Kurzeme,Liepāja,"10. Partija ""Vienoti Latvijai""",Mārtiņš Zeidaks,Male,4,7,0
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Indriksone,Female,1,459,93
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Artūrs Butāns,Male,2,536,87
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Zariņš,Male,3,138,98
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīna Ansone,Female,4,94,106
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Jankovskis,Male,5,155,104
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Dzintars,Male,6,440,100
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Āboliņš,Male,7,78,99
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Kronbergs,Male,8,102,106
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rimants Ziedonis,Male,9,207,115
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marita Lapa,Female,10,70,105
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Rušmanis,Male,11,85,96
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ina Sila,Female,12,114,110
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Megija Paula Bērziņa,Female,13,90,101
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Baiba Rītere,Female,14,73,105
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Vārpiņš,Male,15,87,97
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Ramona Petraviča,Female,1,278,48
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Natālija Magazeina,Female,2,147,25
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Māris Šveiduks,Male,3,273,34
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Sergejs Semenčukovs,Male,4,170,37
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Edvīns Krūmiņš,Male,5,92,28
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Egīls Ceiziņš,Male,6,84,31
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Liene Zāģere,Female,7,88,26
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Kristīne Ķēniņa,Female,8,101,23
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Dana Šlesere,Female,9,230,37
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Anželika Molotanova,Female,10,86,41
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Aivars Molotanovs,Male,11,77,34
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Eduards Zivtiņš,Male,12,117,27
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Aljeta Erdmane,Female,13,72,28
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Andris Baumanis,Male,14,80,26
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Gatis Rozenfelds,Male,15,85,24
Kurzeme,Liepāja,13. Konservatīvie,Krišjānis Feldmans,Male,1,173,11
Kurzeme,Liepāja,13. Konservatīvie,Uldis Budriķis,Male,2,115,20
Kurzeme,Liepāja,13. Konservatīvie,Santa Suhaka,Female,3,38,26
Kurzeme,Liepāja,13. Konservatīvie,Bruno Jurševics,Male,4,38,25
Kurzeme,Liepāja,13. Konservatīvie,Romāns Ernsons,Male,5,37,21
Kurzeme,Liepāja,13. Konservatīvie,Juris Orinskis,Male,6,29,24
Kurzeme,Liepāja,13. Konservatīvie,Ivo Tikums,Male,7,60,17
Kurzeme,Liepāja,13. Konservatīvie,Maira Kutuļska,Female,8,26,21
Kurzeme,Liepāja,13. Konservatīvie,Evita Pētersone,Female,9,34,20
Kurzeme,Liepāja,13. Konservatīvie,Anželika Jurševica,Female,10,27,27
Kurzeme,Liepāja,13. Konservatīvie,Andris Saulītis,Male,11,31,17
Kurzeme,Liepāja,13. Konservatīvie,Elena Blumberga,Female,12,24,20
Kurzeme,Liepāja,13. Konservatīvie,Kristers Andersons,Male,13,34,18
Kurzeme,Liepāja,13. Konservatīvie,Mārtiņš Štāls,Male,14,37,20
Kurzeme,Liepāja,13. Konservatīvie,Sandis Pūce,Male,15,37,23
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Agris Freifalts,Male,1,263,12
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Lāsma Skrābe,Female,2,140,27
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Aiva Daukša,Female,3,131,28
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Normunds Skrābe,Male,4,137,25
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Evija Kārkliņa,Female,5,153,18
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Jana Sietiņa,Female,6,142,14
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Laura Kontrauska,Female,7,121,18
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Antensone,Female,8,127,13
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Romunds Brālis,Male,9,138,14
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Eleonora Grigāne,Female,10,124,14
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Roberts Brīvlauks,Male,11,128,11
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Kristers Niklāvs Koškins,Male,12,129,19
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Lazarenoka,Female,13,142,20
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Raivis Fricsons,Male,14,128,13
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Ivars Vinters,Male,15,130,14
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Liene Gātere,Female,1,251,25
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Edgars Zelderis,Male,2,120,37
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Miroslavs Kodis,Male,3,124,45
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Marta Kraujiņa,Female,4,99,46
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Ilva Norenberga,Female,5,83,34
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Lauris Pīlēģis,Male,6,79,34
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Ginta Ernštreite,Female,7,67,44
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Kalvis Kalniņš,Male,8,79,45
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Dāvis Lodziņš,Male,9,84,28
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Sintija Ozoliņa,Female,10,124,29
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Niks Derums,Male,11,80,36
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Katrīna Vītola,Female,12,78,33
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Māris Meldris,Male,13,71,31
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Jurģis Kūliņš,Male,14,57,43
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Andris Diržininks,Male,15,56,39
Kurzeme,Liepāja,16. Attīstībai/Par!,Kristaps Eklons,Male,1,182,36
Kurzeme,Liepāja,16. Attīstībai/Par!,Dace Bluķe,Female,2,178,37
Kurzeme,Liepāja,16. Attīstībai/Par!,Ainārs Dimants,Male,3,58,42
Kurzeme,Liepāja,16. Attīstībai/Par!,Uldis Zupa,Male,4,130,46
Kurzeme,Liepāja,16. Attīstībai/Par!,Ģirts Jankovskis,Male,5,48,45
Kurzeme,Liepāja,16. Attīstībai/Par!,Nora Patmalniece,Female,6,40,44
Kurzeme,Liepāja,16. Attīstībai/Par!,Ēriks Lingebērziņš,Male,7,35,39
Kurzeme,Liepāja,16. Attīstībai/Par!,Liene Reine-Miteva,Female,8,49,44
Kurzeme,Liepāja,16. Attīstībai/Par!,Gunta Jankovska,Female,9,34,45
Kurzeme,Liepāja,16. Attīstībai/Par!,Reinis Strolis,Male,10,54,37
Kurzeme,Liepāja,16. Attīstībai/Par!,Indra Rassa,Female,11,34,43
Kurzeme,Liepāja,16. Attīstībai/Par!,Nadīna Millere,Female,12,30,45
Kurzeme,Liepāja,16. Attīstībai/Par!,Gatis Nierliņš,Male,13,23,55
Kurzeme,Liepāja,16. Attīstībai/Par!,Aivars Graikstis,Male,14,29,45
Kurzeme,Liepāja,16. Attīstībai/Par!,Jurģis Spulenieks,Male,15,26,51
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Guntis Rolis,Male,1,16,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Jānis Gaudiešus,Male,2,9,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Egils Matīss Madelis,Male,3,12,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Iveta Samiņa,Female,4,11,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Armands Bramanis,Male,5,8,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Jānis Lesiņš,Male,6,10,3
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Kučinskis,Male,1,2121,1161
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Linda Matisone,Female,2,1738,541
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aija Barča,Female,3,1364,1813
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Putra,Male,4,1206,678
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivis Landmanis,Male,5,356,476
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Atis Deksnis,Male,6,1947,563
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krista Vīndedze,Female,7,387,450
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raivis Kalējs,Male,8,944,414
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kristīne Niedre-Lathere,Female,9,1321,566
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ainis Stūrmanis,Male,10,338,427
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Valdis Skujiņš,Male,11,920,1291
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Dadzis,Male,12,356,449
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Džeriņš,Male,13,716,628
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ansis Brūns,Male,14,344,481
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krists Bergmanis,Male,15,506,558
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Ēriks Pucens,Male,1,104,22
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Egils Gusts,Male,2,63,17
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Ilona Lielmane,Female,3,74,11
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Agnese Ziediņa,Female,4,61,13
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Edgars Lielmanis,Male,5,58,13
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Inga Zirka,Female,6,63,15
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Ginta Bukāte,Female,7,42,13
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Inese Ozoliņa,Female,8,53,16
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Anda Stiba,Female,9,49,16
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Valdis Grīnfogels,Male,10,48,14
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Matīss Krēže,Male,11,48,17
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Oskars Straume,Male,12,45,19
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Līga Leikarte,Female,13,37,20
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Māra Kūriņa,Female,14,38,14
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Uldis Ozoliņš,Male,15,59,16
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Arvils Ašeradens,Male,1,13,6
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Inga Bērziņa,Female,2,8,1
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Guntars Račs,Male,3,12,15
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Kārlis Strautiņš,Male,4,7,1
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Ģirts Valdis Kristovskis,Male,5,10,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Ingrīda Circene,Female,6,8,5
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Jānis Grahoļskis,Male,7,4,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Inna Kislina,Female,8,4,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Andis Bāliņš,Male,9,3,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Dace Šēle,Female,10,3,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Andris Jefimovs,Male,11,4,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Edgars Lūks,Male,12,4,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Intars Zēns,Male,13,7,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Māris Rozenbergs,Male,14,4,1
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Nellija Kleinberga,Female,15,4,2
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Jeļena Osipova,Female,1,100,2
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Igors Glazunovs,Male,2,37,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Aleksandrs Bērziņš,Male,3,34,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Tamāra Šustova,Female,4,30,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Romans Rodionovs,Male,5,33,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Valentīna Babaka,Female,6,32,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Andrejs Ostapenko,Male,7,33,3
