Apgabals,Struktūrvienība,Party,Name,Number,Pluses,Minuses
Kurzeme,Liepāja,"2. ""Latvijas Krievu savienība""",Vladislavs Aleksandrovs,11,149,26
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Uldis Augulis,1,610,85
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Jānis Vucāns,2,296,61
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Gundars Daudze,3,333,74
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Reinis Doniņš,4,262,64
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Agija Kaunese,5,281,72
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Rūdolfs Punkstiņš,6,226,66
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Ģirts Štekerhofs,7,248,63
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Juris Goldmanis,8,303,50
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Andris Valerts,9,261,55
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Aija Staškova-Ciemīte,10,245,58
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Ilze Buņķe,11,254,70
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Dainis Kūla,12,258,64
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Arvis Kalniņš,13,243,61
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Kristīne Vāgnere-Davidova,14,262,63
Kurzeme,Liepāja,3. Zaļo un Zemnieku savienība,Uldis Boitmanis,15,251,70
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Normunds Zernis,1,47,19
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Malda Šteinberga,2,31,13
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Ilze Kronberga,3,54,6
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Dāvids Zālītis,4,50,9
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Anna Rungule,5,25,12
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Lelde Povšaka,6,24,18
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Ilona Ozola,7,24,15
Kurzeme,Liepāja,4. TAUTAS KALPI LATVIJAI,Uģis Gertners,8,34,9
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Inga Gluzda,1,169,24
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Dāvids Kļaviņš,2,120,25
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Oskars Gertners,3,121,27
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Jūlija Rjazanova,4,270,19
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Jānis Blaus,5,98,24
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Egija Romanovska,6,110,23
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Sandra Briķe,7,128,19
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Juris Brigmanis-Briģis,8,97,25
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Sergejs Borisjuks,9,118,29
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Gita Priede,10,95,27
Kurzeme,Liepāja,"5. ""SUVERĒNĀ VARA""",Vilnis Kurpe,11,90,30
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Aivars Ošenieks,1,6,1
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Elita Višņevska,2,5,0
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Laima Ošeniece,3,7,1
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Romans Moisejevs,4,6,1
Kurzeme,Liepāja,"6. ""Kristīgi Progresīvā Partija""",Andis Mārtiņš Ošenieks,5,6,0
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Valērijs Agešins,1,800,35
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Helēna Geriloviča,2,301,53
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Pāvels Sereda,3,289,46
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gaļina Skorobogatova,4,210,47
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Pāvels Goroškovs,5,146,46
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīna Jablonska,6,115,43
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dikterjovs,7,125,57
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Indulis Jankovskis,8,125,53
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Vitalijs Trusevičs,9,87,53
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galaveckis,10,109,51
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Žeigure,11,100,51
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Artūrs Stepčenko,12,90,55
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Kristīne Kleinšmite,13,98,54
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Gražina Tētiņa,14,79,55
Kurzeme,Liepāja,"7. ""Saskaņa"" sociāldemokrātiskā partija",Anna Vaisjūna,15,113,54
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Sanita Petere,1,402,11
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Vjačeslavs Ciganovs,2,497,10
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Jānis Gaisiņš,3,295,20
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Svetlana Jakovicka,4,358,14
Kurzeme,Liepāja,"8. Politiskā partija ""Stabilitātei!""",Katerina Guzejeva,5,371,17
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Vladislavs Valentins,1,83,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Astra Andersone,2,30,2
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Emīlija Seklīte,3,27,2
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Eduards Rēdlihs,4,31,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Kaspars Feldmanis,5,27,0
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Jānis Mežciems,6,28,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Dainis Grosbahs,7,23,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Aija Šmite,8,30,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Anita Purgale,9,22,2
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Edgars Spridzāns,10,24,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Toms Gailišs,11,22,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Austris Kukulis,12,23,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Stevens Muižnieks,13,23,1
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Neviens Neviens,14,0,0
Kurzeme,Liepāja,"9. Politiskā partija ""Tautas varas spēks""",Rainelda Greize,15,24,1
Kurzeme,Liepāja,"10. Partija ""Vienoti Latvijai""",Madara Gobziņa,1,10,0
Kurzeme,Liepāja,"10. Partija ""Vienoti Latvijai""",Iveta Kleinberga-Rupaine,2,5,0
Kurzeme,Liepāja,"10. Partija ""Vienoti Latvijai""",Edgars Auziņš,3,8,0
Kurzeme,Liepāja,"10. Partija ""Vienoti Latvijai""",Mārtiņš Zeidaks,4,7,0
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Indriksone,1,459,93
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Artūrs Butāns,2,536,87
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Zariņš,3,138,98
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīna Ansone,4,94,106
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Jankovskis,5,155,104
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Dzintars,6,440,100
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Āboliņš,7,78,99
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Kronbergs,8,102,106
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rimants Ziedonis,9,207,115
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marita Lapa,10,70,105
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Rušmanis,11,85,96
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ina Sila,12,114,110
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Megija Paula Bērziņa,13,90,101
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Baiba Rītere,14,73,105
Kurzeme,Liepāja,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Vārpiņš,15,87,97
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Ramona Petraviča,1,278,48
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Natālija Magazeina,2,147,25
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Māris Šveiduks,3,273,34
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Sergejs Semenčukovs,4,170,37
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Edvīns Krūmiņš,5,92,28
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Egīls Ceiziņš,6,84,31
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Liene Zāģere,7,88,26
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Kristīne Ķēniņa,8,101,23
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Dana Šlesere,9,230,37
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Anželika Molotanova,10,86,41
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Aivars Molotanovs,11,77,34
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Eduards Zivtiņš,12,117,27
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Aljeta Erdmane,13,72,28
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Andris Baumanis,14,80,26
Kurzeme,Liepāja,12. LATVIJA PIRMAJĀ VIETĀ,Gatis Rozenfelds,15,85,24
Kurzeme,Liepāja,13. Konservatīvie,Krišjānis Feldmans,1,173,11
Kurzeme,Liepāja,13. Konservatīvie,Uldis Budriķis,2,115,20
Kurzeme,Liepāja,13. Konservatīvie,Santa Suhaka,3,38,26
Kurzeme,Liepāja,13. Konservatīvie,Bruno Jurševics,4,38,25
Kurzeme,Liepāja,13. Konservatīvie,Romāns Ernsons,5,37,21
Kurzeme,Liepāja,13. Konservatīvie,Juris Orinskis,6,29,24
Kurzeme,Liepāja,13. Konservatīvie,Ivo Tikums,7,60,17
Kurzeme,Liepāja,13. Konservatīvie,Maira Kutuļska,8,26,21
Kurzeme,Liepāja,13. Konservatīvie,Evita Pētersone,9,34,20
Kurzeme,Liepāja,13. Konservatīvie,Anželika Jurševica,10,27,27
Kurzeme,Liepāja,13. Konservatīvie,Andris Saulītis,11,31,17
Kurzeme,Liepāja,13. Konservatīvie,Elena Blumberga,12,24,20
Kurzeme,Liepāja,13. Konservatīvie,Kristers Andersons,13,34,18
Kurzeme,Liepāja,13. Konservatīvie,Mārtiņš Štāls,14,37,20
Kurzeme,Liepāja,13. Konservatīvie,Sandis Pūce,15,37,23
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Agris Freifalts,1,263,12
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Lāsma Skrābe,2,140,27
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Aiva Daukša,3,131,28
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Normunds Skrābe,4,137,25
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Evija Kārkliņa,5,153,18
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Jana Sietiņa,6,142,14
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Laura Kontrauska,7,121,18
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Antensone,8,127,13
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Romunds Brālis,9,138,14
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Eleonora Grigāne,10,124,14
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Roberts Brīvlauks,11,128,11
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Kristers Niklāvs Koškins,12,129,19
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Lazarenoka,13,142,20
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Raivis Fricsons,14,128,13
Kurzeme,Liepāja,"14. Politiskā partija ""KATRAM UN KATRAI""",Ivars Vinters,15,130,14
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Liene Gātere,1,251,25
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Edgars Zelderis,2,120,37
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Miroslavs Kodis,3,124,45
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Marta Kraujiņa,4,99,46
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Ilva Norenberga,5,83,34
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Lauris Pīlēģis,6,79,34
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Ginta Ernštreite,7,67,44
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Kalvis Kalniņš,8,79,45
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Dāvis Lodziņš,9,84,28
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Sintija Ozoliņa,10,124,29
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Niks Derums,11,80,36
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Katrīna Vītola,12,78,33
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Māris Meldris,13,71,31
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Jurģis Kūliņš,14,57,43
Kurzeme,Liepāja,"15. ""PROGRESĪVIE""",Andris Diržininks,15,56,39
Kurzeme,Liepāja,16. Attīstībai/Par!,Kristaps Eklons,1,182,36
Kurzeme,Liepāja,16. Attīstībai/Par!,Dace Bluķe,2,178,37
Kurzeme,Liepāja,16. Attīstībai/Par!,Ainārs Dimants,3,58,42
Kurzeme,Liepāja,16. Attīstībai/Par!,Uldis Zupa,4,130,46
Kurzeme,Liepāja,16. Attīstībai/Par!,Ģirts Jankovskis,5,48,45
Kurzeme,Liepāja,16. Attīstībai/Par!,Nora Patmalniece,6,40,44
Kurzeme,Liepāja,16. Attīstībai/Par!,Ēriks Lingebērziņš,7,35,39
Kurzeme,Liepāja,16. Attīstībai/Par!,Liene Reine-Miteva,8,49,44
Kurzeme,Liepāja,16. Attīstībai/Par!,Gunta Jankovska,9,34,45
Kurzeme,Liepāja,16. Attīstībai/Par!,Reinis Strolis,10,54,37
Kurzeme,Liepāja,16. Attīstībai/Par!,Indra Rassa,11,34,43
Kurzeme,Liepāja,16. Attīstībai/Par!,Nadīna Millere,12,30,45
Kurzeme,Liepāja,16. Attīstībai/Par!,Gatis Nierliņš,13,23,55
Kurzeme,Liepāja,16. Attīstībai/Par!,Aivars Graikstis,14,29,45
Kurzeme,Liepāja,16. Attīstībai/Par!,Jurģis Spulenieks,15,26,51
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Guntis Rolis,1,16,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Jānis Gaudiešus,2,9,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Egils Matīss Madelis,3,12,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Iveta Samiņa,4,11,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Armands Bramanis,5,8,4
Kurzeme,Liepāja,"17. ""Apvienība Latvijai""",Jānis Lesiņš,6,10,3
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Kučinskis,1,2121,1161
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Linda Matisone,2,1738,541
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aija Barča,3,1364,1813
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Putra,4,1206,678
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivis Landmanis,5,356,476
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Atis Deksnis,6,1947,563
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krista Vīndedze,7,387,450
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raivis Kalējs,8,944,414
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kristīne Niedre-Lathere,9,1321,566
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ainis Stūrmanis,10,338,427
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Valdis Skujiņš,11,920,1291
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Dadzis,12,356,449
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Džeriņš,13,716,628
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ansis Brūns,14,344,481
Kurzeme,Liepāja,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krists Bergmanis,15,506,558
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Ēriks Pucens,1,104,22
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Egils Gusts,2,63,17
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Ilona Lielmane,3,74,11
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Agnese Ziediņa,4,61,13
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Edgars Lielmanis,5,58,13
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Inga Zirka,6,63,15
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Ginta Bukāte,7,42,13
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Inese Ozoliņa,8,53,16
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Anda Stiba,9,49,16
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Valdis Grīnfogels,10,48,14
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Matīss Krēže,11,48,17
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Oskars Straume,12,45,19
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Līga Leikarte,13,37,20
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Māra Kūriņa,14,38,14
Kurzeme,Liepāja,"19. Politiskā partija ""Republika""",Uldis Ozoliņš,15,59,16
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Arvils Ašeradens,1,13,6
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Inga Bērziņa,2,8,1
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Guntars Račs,3,12,15
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Kārlis Strautiņš,4,7,1
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Ģirts Valdis Kristovskis,5,10,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Ingrīda Circene,6,8,5
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Jānis Grahoļskis,7,4,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Inna Kislina,8,4,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Andis Bāliņš,9,3,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Dace Šēle,10,3,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Andris Jefimovs,11,4,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Edgars Lūks,12,4,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Intars Zēns,13,7,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Māris Rozenbergs,14,4,1
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,1. Jaunā VIENOTĪBA,Nellija Kleinberga,15,4,2
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Jeļena Osipova,1,100,2
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Igors Glazunovs,2,37,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Aleksandrs Bērziņš,3,34,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Tamāra Šustova,4,30,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Romans Rodionovs,5,33,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Valentīna Babaka,6,32,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Andrejs Ostapenko,7,33,3
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Vinsenta Daņiļceva,8,32,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Oļegs Ivanovs,9,32,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Sergejs Muļivanovs,10,33,5
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,"2. ""Latvijas Krievu savienība""",Vladislavs Aleksandrovs,11,33,4
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Uldis Augulis,1,45,5
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Jānis Vucāns,2,17,8
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Gundars Daudze,3,21,10
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Reinis Doniņš,4,17,8
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Agija Kaunese,5,16,8
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Rūdolfs Punkstiņš,6,11,8
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Ģirts Štekerhofs,7,14,9
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Juris Goldmanis,8,25,5
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Andris Valerts,9,20,9
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Aija Staškova-Ciemīte,10,15,9
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Ilze Buņķe,11,15,11
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Dainis Kūla,12,15,10
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Arvis Kalniņš,13,17,8
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Kristīne Vāgnere-Davidova,14,16,8
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,3. Zaļo un Zemnieku savienība,Uldis Boitmanis,15,12,10
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,4. TAUTAS KALPI LATVIJAI,Normunds Zernis,1,4,0
Kurzeme,221. LIEPĀJAS 3. PAMATSKOLA,4. TAUTAS KALPI LATVIJAI,Malda Šteinberga,2,4,0
